From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Annotation	Keywords	Keyword ID	Pfam	CDD	InterPro	NCBIfam	Protein families	PANTHER	KEGG	MEROPS	CAZy	Gene Ontology (biological process)	Gene Ontology (GO)	GeneID
P40899	P40899	reviewed	ISP3_SCHPO	Spore wall structural constituent isp3 (Meiotic expression up-regulated protein 4) (Sexual differentiation process protein isp3)	isp3 meu4 SPAC1F8.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	182		10.1007/bf00326301; 10.1093/nar/29.11.2327; 10.1038/nature724; 10.1091/mbc.e13-12-0731; 10.1371/journal.pbio.1001597; 10.3390/jof7010007	4.0	Cytoplasm;Direct protein sequencing;Reference proteome;Sporulation	KW-0963; KW-0903; KW-1185; KW-0749							spo:2541879;			ascospore wall assembly [GO:0030476]	cytoplasm [GO:0005737]; Isp3 layer of spore wall [GO:1990916]; structural constituent of ascospore wall [GO:1990915]; ascospore wall assembly [GO:0030476]	2541879;
P42234	P42234	reviewed	CATE_BACSU	Catalase-2 (EC 1.11.1.6)	katE katB BSU39050 N15D	Bacillus subtilis (strain 168)	686		10.1099/13500872-142-11-3113; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.177.19.5598-5605.1995	4.0	Heme;Hydrogen peroxide;Iron;Metal-binding;Oxidoreductase;Peroxidase;Reference proteome;Sporulation	KW-0349; KW-0376; KW-0408; KW-0479; KW-0560; KW-0575; KW-1185; KW-0749	PF00199;PF06628;PF18011;	cd08155;cd03132;	IPR018028;IPR024708;IPR024712;IPR043156;IPR011614;IPR002226;IPR010582;IPR041399;IPR020835;IPR029062;		Catalase family, HPII subfamily	PTHR42821;PTHR42821:SF1;	bsu:BSU39050;			hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytosol [GO:0005829]; catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]; sporulation resulting in formation of a cellular spore [GO:0030435]	937481;
P42950	P42950	reviewed	GSM1_YEAST	Glucose starvation modulator protein 1	GSM1 YJL103C J0824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	618		10.1002/yea.320110909; 10.1002/j.1460-2075.1996.tb00557.x; 10.1534/g3.113.008995; 10.1101/gr.6037607; 10.1073/pnas.0509185103; 10.1093/nar/gkm1144	4.0	DNA-binding;Metal-binding;Nucleus;Reference proteome;Sporulation;Transcription;Transcription regulation;Zinc	KW-0238; KW-0479; KW-0539; KW-1185; KW-0749; KW-0804; KW-0805; KW-0862	PF00172;	cd00067;	IPR050335;IPR036864;IPR001138;		ERT1/acuK family	PTHR47659:SF8;PTHR47659;	sce:YJL103C;			cellular response to starvation [GO:0009267]; regulation of transcription by RNA polymerase II [GO:0006357]; sporulation resulting in formation of a cellular spore [GO:0030435]	nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]; cellular response to starvation [GO:0009267]; regulation of transcription by RNA polymerase II [GO:0006357]; sporulation resulting in formation of a cellular spore [GO:0030435]	853341;
P47055	P47055	reviewed	LOH1_YEAST	Outer spore wall protein 4 (Loss of heterozygosity protein 1)	LOH1 OSW4 YJL038C J1232	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	219		10.1002/j.1460-2075.1996.tb00557.x; 10.1534/g3.113.008995; 10.1101/gr.6037607; 10.1126/science.282.5389.699; 10.1128/mcb.23.6.2009-2016.2003; 10.1073/pnas.0604075103; 10.1534/genetics.108.089250; 10.1038/msb.2009.64; 10.1371/journal.pone.0007184; 10.1371/journal.pgen.1003700	4.0	Glycoprotein;Membrane;Reference proteome;Signal;Sporulation;Transmembrane;Transmembrane helix	KW-0325; KW-0472; KW-1185; KW-0732; KW-0749; KW-0812; KW-1133					OSW4/6 family		sce:YJL038C;			ascospore wall assembly [GO:0030476]; chromosome organization [GO:0051276]	cytosol [GO:0005829]; membrane [GO:0016020]; ascospore wall assembly [GO:0030476]; chromosome organization [GO:0051276]	853413;
P47056	P47056	reviewed	IRC18_YEAST	Outer spore wall protein 6 (Increased recombination centers protein 18)	IRC18 OSW6 YJL037W J1234	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	224		10.1002/j.1460-2075.1996.tb00557.x; 10.1534/g3.113.008995; 10.1101/gr.6037607; 10.1091/mbc.12.2.297; 10.1093/jb/mvg155; 10.1371/journal.pgen.0030228; 10.1371/journal.pgen.1003700; 10.1021/acs.jproteome.8b00032	4.0	Glycoprotein;Membrane;Reference proteome;Signal;Sporulation;Transmembrane;Transmembrane helix	KW-0325; KW-0472; KW-1185; KW-0732; KW-0749; KW-0812; KW-1133					OSW4/6 family		sce:YJL037W;			ascospore wall assembly [GO:0030476]	fungal-type vacuole [GO:0000324]; membrane [GO:0016020]; ascospore wall assembly [GO:0030476]	853414;
P52934	P52934	reviewed	SP0A_GEOSE	Stage 0 sporulation protein A	spo0A	Geobacillus stearothermophilus (Bacillus stearothermophilus)	259		10.1107/s0907444998012682; 10.1111/j.1365-2958.1994.tb02176.x; 10.1006/jmbi.1999.3261; 10.1006/jmbi.2000.3598	4.0	3D-structure;Activator;Calcium;Cytoplasm;DNA-binding;Metal-binding;Phosphoprotein;Repressor;Sporulation;Transcription;Transcription regulation;Two-component regulatory system	KW-0002; KW-0010; KW-0106; KW-0963; KW-0238; KW-0479; KW-0597; KW-0678; KW-0749; KW-0804; KW-0805; KW-0902	PF00072;PF08769;	cd17561;	IPR011006;IPR016032;IPR001789;IPR014879;IPR012052;IPR052048;IPR036388;	TIGR02875;		PTHR43228:SF5;PTHR43228;				detection of stimulus [GO:0051606]; phosphorelay signal transduction system [GO:0000160]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; calcium ion binding [GO:0005509]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; detection of stimulus [GO:0051606]; phosphorelay signal transduction system [GO:0000160]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P53075	P53075	reviewed	SHE10_YEAST	Outer spore wall assembly protein SHE10 (Sensitivity to high expression protein 10)	SHE10 YGL228W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	577		10.1038/387s081; 10.1534/g3.113.008995; 10.1002/yea.320110104; 10.1038/nature02046; 10.1261/rna.1893710; 10.1371/journal.pgen.1003700	4.0	Coiled coil;Mitochondrion;Reference proteome;Ribonucleoprotein;Signal;Sporulation	KW-0175; KW-0496; KW-1185; KW-0687; KW-0732; KW-0749					OSW/SHE family		sce:YGL228W;			ascospore wall assembly [GO:0030476]	endoplasmic reticulum [GO:0005783]; mitochondrion [GO:0005739]; ribonucleoprotein complex [GO:1990904]; ascospore wall assembly [GO:0030476]	852623;
P53094	P53094	reviewed	MDS3_YEAST	Negative regulator of sporulation MDS3 (MCK1 dosage suppressor 3)	MDS3 YGL197W G1307	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1487	P04821	10.1002/(sici)1097-0061(199701)13:1<55::aid-yea48>3.0.co;2-9; 10.1038/387s081; 10.1534/g3.113.008995; 10.1093/genetics/147.3.1351; 10.1093/genetics/162.4.1573; 10.1038/nature02026; 10.1038/nature02046; 10.1074/mcp.m400219-mcp200; 10.1021/pr060559j; 10.1074/mcp.m700468-mcp200; 10.1534/genetics.108.098434; 10.1126/science.1172867	4.0	Cytoplasm;Kelch repeat;Meiosis;Phosphoprotein;Reference proteome;Repeat;Sporulation	KW-0963; KW-0880; KW-0469; KW-0597; KW-1185; KW-0677; KW-0749	PF13964;		IPR015915;			PTHR43503;PTHR43503:SF2;	sce:YGL197W;			cell redox homeostasis [GO:0045454]; meiotic cell cycle [GO:0051321]; negative regulation of ascospore formation [GO:0075297]; pseudohyphal growth [GO:0007124]; sporulation resulting in formation of a cellular spore [GO:0030435]; TOR signaling [GO:0031929]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; peroxidase activity [GO:0004601]; cell redox homeostasis [GO:0045454]; meiotic cell cycle [GO:0051321]; negative regulation of ascospore formation [GO:0075297]; pseudohyphal growth [GO:0007124]; sporulation resulting in formation of a cellular spore [GO:0030435]; TOR signaling [GO:0031929]	852678;
P54643	P54643	reviewed	SP87_DICDI	Spore coat protein SP87 (Protein PL3)	pspD DDB_G0277379	Dictyostelium discoideum (Social amoeba)	677		10.1006/dbio.1994.1122; 10.1038/nature00847; 10.1038/nature03481	4.0	Cytoplasmic vesicle;Disulfide bond;Glycoprotein;Reference proteome;Repeat;Signal;Sporulation	KW-0968; KW-1015; KW-0325; KW-1185; KW-0677; KW-0732; KW-0749	PF04562;		IPR007643;IPR003645;				ddi:DDB_G0277379;			sporulation resulting in formation of a cellular spore [GO:0030435]	extracellular matrix [GO:0031012]; spore wall [GO:0031160]; transport vesicle [GO:0030133]; sporulation resulting in formation of a cellular spore [GO:0030435]	8620997;
P55305	P55305	reviewed	CATA_EMENI	Catalase A (EC 1.11.1.6) (Spore-specific catalase)	catA AN8637	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	744		10.1007/s002940050056; 10.1038/nature04341; 10.1016/j.fgb.2008.12.003	4.0	Heme;Hydrogen peroxide;Iron;Metal-binding;Oxidoreductase;Peroxidase;Peroxisome;Reference proteome;Sporulation	KW-0349; KW-0376; KW-0408; KW-0479; KW-0560; KW-0575; KW-0576; KW-1185; KW-0749	PF00199;PF06628;PF18011;	cd03132;	IPR018028;IPR024708;IPR024712;IPR043156;IPR011614;IPR002226;IPR010582;IPR041399;IPR020835;IPR029062;		Catalase family	PTHR42821;PTHR42821:SF1;	ani:ANIA_08637;			cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to iron ion starvation [GO:0010106]; hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytosol [GO:0005829]; peroxisomal matrix [GO:0005782]; catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to iron ion starvation [GO:0010106]; hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]; sporulation resulting in formation of a cellular spore [GO:0030435]	2868532;
P59623	P59623	reviewed	SP2AB_CLOTE	Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)	spoIIAB CTC_02247	Clostridium tetani (strain Massachusetts / E88)	141		10.1073/pnas.0335853100	4.0	ATP-binding;Kinase;Nucleotide-binding;Reference proteome;Serine/threonine-protein kinase;Sporulation;Transferase	KW-0067; KW-0418; KW-0547; KW-1185; KW-0723; KW-0749; KW-0808	PF13581;		IPR050267;IPR010194;IPR036890;IPR003594;	TIGR01925;	Anti-sigma-factor family	PTHR35526:SF3;PTHR35526;	ctc:CTC_02247;			asexual sporulation [GO:0030436]; negative regulation of sporulation resulting in formation of a cellular spore [GO:0042174]; sporulation resulting in formation of a cellular spore [GO:0030435]	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein serine kinase activity [GO:0106310]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; sigma factor antagonist activity [GO:0016989]; asexual sporulation [GO:0030436]; negative regulation of sporulation resulting in formation of a cellular spore [GO:0042174]; sporulation resulting in formation of a cellular spore [GO:0030435]	24252975;
P59624	P59624	reviewed	SP2AB_PASPE	Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)	spoIIAB	Pasteuria penetrans	150			4.0	ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase	KW-0067; KW-0418; KW-0547; KW-0723; KW-0749; KW-0808	PF13581;	cd16942;	IPR050267;IPR010194;IPR036890;IPR003594;	TIGR01925;	Anti-sigma-factor family	PTHR35526:SF3;PTHR35526;				asexual sporulation [GO:0030436]; negative regulation of sporulation resulting in formation of a cellular spore [GO:0042174]; sporulation resulting in formation of a cellular spore [GO:0030435]	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein serine kinase activity [GO:0106310]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; sigma factor antagonist activity [GO:0016989]; asexual sporulation [GO:0030436]; negative regulation of sporulation resulting in formation of a cellular spore [GO:0042174]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P70878	P70878	reviewed	SP2AB_HEYCO	Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)	spoIIAB	Heyndrickxia coagulans (Weizmannia coagulans)	147		10.1016/0378-1119(96)00306-x	4.0	ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase	KW-0067; KW-0418; KW-0547; KW-0723; KW-0749; KW-0808	PF13581;		IPR050267;IPR010194;IPR036890;IPR003594;	TIGR01925;	Anti-sigma-factor family	PTHR35526:SF3;PTHR35526;				asexual sporulation [GO:0030436]; negative regulation of sporulation resulting in formation of a cellular spore [GO:0042174]; sporulation resulting in formation of a cellular spore [GO:0030435]	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein serine kinase activity [GO:0106310]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; sigma factor antagonist activity [GO:0016989]; asexual sporulation [GO:0030436]; negative regulation of sporulation resulting in formation of a cellular spore [GO:0042174]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P78706	P78706	reviewed	RCO1_NEUCR	Transcriptional repressor rco-1	rco-1 NCU06205	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	604		10.1128/mcb.16.11.6218; 10.1038/nature01554	4.0	Conidiation;Reference proteome;Repeat;Repressor;Sporulation;Transcription;Transcription regulation;WD repeat	KW-0183; KW-1185; KW-0677; KW-0678; KW-0749; KW-0804; KW-0805; KW-0853	PF08581;PF00400;	cd00200;	IPR020472;IPR013890;IPR015943;IPR019775;IPR036322;IPR001680;			PTHR19846:SF0;PTHR19846;	ncr:NCU06205;			conidium formation [GO:0048315]; DNA damage response [GO:0006974]; hyperosmotic response [GO:0006972]; mitotic cell cycle [GO:0000278]; negative regulation of dipeptide transport [GO:2000879]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of fatty acid biosynthetic process [GO:0042304]; sporulation resulting in formation of a cellular spore [GO:0030435]	nucleus [GO:0005634]; transcription repressor complex [GO:0017053]; histone binding [GO:0042393]; histone deacetylase binding [GO:0042826]; mediator complex binding [GO:0036033]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; transcription corepressor activity [GO:0003714]; conidium formation [GO:0048315]; DNA damage response [GO:0006974]; hyperosmotic response [GO:0006972]; mitotic cell cycle [GO:0000278]; negative regulation of dipeptide transport [GO:2000879]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of fatty acid biosynthetic process [GO:0042304]; sporulation resulting in formation of a cellular spore [GO:0030435]	3879069;
P87184	P87184	reviewed	ALP2_ASPFU	Alkaline protease 2 (ALP2) (EC 3.4.21.63) (Autophagic serine protease alp2) (allergen Asp f 18)	alp2 AFUA_5G09210	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	495		10.1016/s1438-4221(00)80021-1; 10.1038/nature04332; 10.1046/j.1365-2222.2001.01026.x	4.0	Allergen;Direct protein sequencing;Glycoprotein;Hydrolase;Protease;Reference proteome;Serine protease;Signal;Sporulation;Virulence;Zymogen	KW-0020; KW-0903; KW-0325; KW-0378; KW-0645; KW-1185; KW-0720; KW-0732; KW-0749; KW-0843; KW-0865	PF05922;PF00082;	cd04077;	IPR034193;IPR000209;IPR036852;IPR022398;IPR023828;IPR050131;IPR015500;IPR010259;IPR037045;		Peptidase S8 family	PTHR43806:SF11;PTHR43806;	afm:AFUA_5G09210;			asexual sporulation resulting in formation of a cellular spore [GO:0043936]; pexophagy [GO:0000425]; protein catabolic process in the vacuole [GO:0007039]; proteolysis [GO:0006508]	extracellular space [GO:0005615]; vacuole [GO:0005773]; IgE binding [GO:0019863]; serine-type endopeptidase activity [GO:0004252]; asexual sporulation resulting in formation of a cellular spore [GO:0043936]; pexophagy [GO:0000425]; protein catabolic process in the vacuole [GO:0007039]; proteolysis [GO:0006508]	3510885;
Q03246	Q03246	reviewed	RT17_YEAST	Small ribosomal subunit protein uS17m (37S ribosomal protein S17, mitochondrial)	MRPS17 YMR188C YM8010.18C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	237		10.1038/387s090; 10.1534/g3.113.008995; 10.1093/genetics/140.4.1213; 10.1046/j.1432-1033.2002.03226.x; 10.1038/nature02026; 10.1038/nature02046; 10.1073/pnas.2135385100; 10.1002/yea.1174; 10.1038/ncomms7019; 10.1126/science.aal2415	4.0	3D-structure;Mitochondrion;Reference proteome;Ribonucleoprotein;Ribosomal protein;RNA-binding;rRNA-binding;Sporulation	KW-0002; KW-0496; KW-1185; KW-0687; KW-0689; KW-0694; KW-0699; KW-0749	PF00366;		IPR012340;IPR000266;		Universal ribosomal protein uS17 family	PTHR10744;PTHR10744:SF1;	sce:YMR188C;			mitochondrial translation [GO:0032543]; sporulation resulting in formation of a cellular spore [GO:0030435]	mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]; sporulation resulting in formation of a cellular spore [GO:0030435]	855226;
Q04658	Q04658	reviewed	SMA2_YEAST	Spore membrane assembly protein 2	SMA2 YML066C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	369		10.1038/387s090; 10.1534/g3.113.008995; 10.1101/gr.6037607; 10.1016/s0960-9822(01)00274-3; 10.1073/pnas.202604399; 10.1073/pnas.0604075103; 10.1242/jcs.03405	4.0	Endoplasmic reticulum;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-0256; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133					SMA2 family		sce:YML066C;			ascospore-type prospore membrane formation [GO:0032120]; spore membrane bending pathway [GO:0070583]	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; prospore membrane [GO:0005628]; ascospore-type prospore membrane formation [GO:0032120]; spore membrane bending pathway [GO:0070583]	854936;
Q04747	Q04747	reviewed	SRFAB_BACSU	Surfactin synthase subunit 2	srfAB comL srfA2 BSU03490	Bacillus subtilis (strain 168)	3583		10.1093/nar/21.1.93; 10.1111/j.1365-2958.1993.tb01629.x; 10.1099/13500872-142-11-3047; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1016/0378-1097(92)90508-l; 10.1074/mcp.m600464-mcp200	4.0	Antibiotic biosynthesis;Ligase;Multifunctional enzyme;Phosphopantetheine;Phosphoprotein;Reference proteome;Repeat;Sporulation	KW-0045; KW-0436; KW-0511; KW-0596; KW-0597; KW-1185; KW-0677; KW-0749	PF00501;PF13193;PF00668;PF00550;	cd05930;cd17645;cd12117;cd19543;cd19534;cd19531;	IPR010071;IPR036736;IPR025110;IPR045851;IPR020845;IPR000873;IPR023213;IPR001242;IPR010060;IPR020806;IPR009081;IPR006162;	TIGR01733;TIGR01720;	ATP-dependent AMP-binding enzyme family	PTHR45527:SF1;PTHR45527;	bsu:BSU03490;			amino acid activation for nonribosomal peptide biosynthetic process [GO:0043041]; antibiotic biosynthetic process [GO:0017000]; secondary metabolite biosynthetic process [GO:0044550]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; ligase activity [GO:0016874]; phosphopantetheine binding [GO:0031177]; amino acid activation for nonribosomal peptide biosynthetic process [GO:0043041]; antibiotic biosynthetic process [GO:0017000]; secondary metabolite biosynthetic process [GO:0044550]; sporulation resulting in formation of a cellular spore [GO:0030435]	938303;
Q04952	Q04952	reviewed	FKS3_YEAST	1,3-beta-glucan synthase component FKS3 (EC 2.4.1.34) (1,3-beta-D-glucan-UDP glucosyltransferase) (FK506 sensitivity protein 3)	FKS3 YMR306W YM9952.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1785		10.1038/387s090; 10.1534/g3.113.008995; 10.1073/pnas.2135385100; 10.1128/ec.00200-06; 10.1038/msb.2009.64	4.0	Cell wall biogenesis/degradation;Glycoprotein;Glycosyltransferase;Membrane;Mitochondrion;Reference proteome;Sporulation;Transferase;Transmembrane;Transmembrane helix	KW-0961; KW-0325; KW-0328; KW-0472; KW-0496; KW-1185; KW-0749; KW-0808; KW-0812; KW-1133	PF14288;PF02364;		IPR026899;IPR003440;		Glycosyltransferase 48 family	PTHR12741:SF15;PTHR12741;	sce:YMR306W;		GT48;	(1->3)-beta-D-glucan biosynthetic process [GO:0006075]; ascospore wall assembly [GO:0030476]; fungal-type cell wall polysaccharide biosynthetic process [GO:0051278]	1,3-beta-D-glucan synthase complex [GO:0000148]; endoplasmic reticulum [GO:0005783]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; spore wall [GO:0031160]; 1,3-beta-D-glucan synthase activity [GO:0003843]; (1->3)-beta-D-glucan biosynthetic process [GO:0006075]; ascospore wall assembly [GO:0030476]; fungal-type cell wall polysaccharide biosynthetic process [GO:0051278]	855353;
Q05523	Q05523	reviewed	DACA_GEOSE	D-alanyl-D-alanine carboxypeptidase DacA (CPase) (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Penicillin-binding protein 5) (PBP-5)	dacA	Geobacillus stearothermophilus (Bacillus stearothermophilus)	452		10.1016/0378-1119(93)90666-q; 10.1016/s0021-9258(19)69916-3; 10.1073/pnas.76.6.2730	4.0	Carboxypeptidase;Cell shape;Cell wall;Cell wall biogenesis/degradation;Direct protein sequencing;Hydrolase;Peptidoglycan synthesis;Protease;Secreted;Signal;Sporulation	KW-0121; KW-0133; KW-0134; KW-0961; KW-0903; KW-0378; KW-0573; KW-0645; KW-0964; KW-0732; KW-0749	PF07943;PF00768;		IPR012338;IPR015956;IPR018044;IPR012907;IPR037167;IPR001967;		Peptidase S11 family	PTHR21581;PTHR21581:SF11;		S11.001;		cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]; sporulation resulting in formation of a cellular spore [GO:0030435]	extracellular region [GO:0005576]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]; sporulation resulting in formation of a cellular spore [GO:0030435]	
Q05610	Q05610	reviewed	DON1_YEAST	Donuts protein 1	DON1 YDR273W D9954.4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	365		10.1038/387s075; 10.1534/g3.113.008995; 10.1101/gr.6037607; 10.1093/emboj/19.14.3657; 10.1093/emboj/20.24.6946; 10.1093/genetics/160.4.1439	4.0	Cell cycle;Cell division;Meiosis;Membrane;Reference proteome;Sporulation	KW-0131; KW-0132; KW-0469; KW-0472; KW-1185; KW-0749	PF02845;	cd14372;	IPR003892;IPR041807;IPR009060;			PTHR16461;PTHR16461:SF5;	sce:YDR273W;			ascospore wall assembly [GO:0030476]; cell division [GO:0051301]; ubiquitin-dependent protein catabolic process [GO:0006511]	cytoplasm [GO:0005737]; prospore membrane [GO:0005628]; prospore membrane leading edge [GO:0070056]; ubiquitin binding [GO:0043130]; ubiquitin conjugating enzyme binding [GO:0031624]; ascospore wall assembly [GO:0030476]; cell division [GO:0051301]; ubiquitin-dependent protein catabolic process [GO:0006511]	851866;
