target	product	best_hit	HMM	evalue	score	EC	gene	ORF_start	ORF_end	product_start	product_end	product_length	ORF_length-aa
A8FB65	Small acid-soluble spore protein K (minor)	K06428	KOFam_prokaryote_KEGG	2.9e-27	91.2		sspK	N/A	N/A	1	49	48	428
A8FBL1	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	3.1e-95	313.1		hpr	N/A	N/A	4	184	180	428
A8FDQ8	Small acid-soluble spore protein P (minor)	K06433	KOFam_prokaryote_KEGG	5.1e-25	84.4		sspP, cotL	N/A	N/A	1	48	47	428
A8FDQ9	Small acid-soluble spore protein O (minor)	K06432	KOFam_prokaryote_KEGG	1.6e-21	73.0		sspO, cotK	N/A	N/A	1	48	47	428
A8FDR3	Small acid-soluble spore protein N (minor)	K06431	KOFam_prokaryote_KEGG	8.8e-22	73.7		sspN	N/A	N/A	1	48	47	428
A8FGT0	Protein-glutamine gamma-glutamyltransferase	K00686	KOFam_prokaryote_KEGG	7.1e-93	308.0	2.3.2.13	tgl	N/A	N/A	1	243	242	428
A9VI69	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	7.8e-96	315.2		hpr	N/A	N/A	5	184	179	428
A9VN61	Stage V sporulation protein G	K06412	KOFam_prokaryote_KEGG	1.4e-45	151.3		spoVG	N/A	N/A	1	88	87	428
A9VNW3	Small acid-soluble spore protein O (minor)	K06432	KOFam_prokaryote_KEGG	3.7e-28	94.3		sspO, cotK	N/A	N/A	1	49	48	428
A9VSR6	Small acid-soluble spore protein K (minor)	K06428	KOFam_prokaryote_KEGG	7.5e-24	80.3		sspK	N/A	N/A	1	52	51	428
A9VUC4	Protein-glutamine gamma-glutamyltransferase	K00686	KOFam_prokaryote_KEGG	1.5e-94	313.5	2.3.2.13	tgl	N/A	N/A	17	249	232	428
B1HVK6	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	3.7e-92	303.3		hpr	N/A	N/A	5	178	173	428
B1YK88	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	5e-86	283.1		hpr	N/A	N/A	4	176	172	428
B7GI77	Small acid-soluble spore protein O (minor)	K06432	KOFam_prokaryote_KEGG	1.7e-29	98.6		sspO, cotK	N/A	N/A	1	49	48	428
B7GKT2	Small acid-soluble spore protein N (minor)	K06431	KOFam_prokaryote_KEGG	4.3e-21	71.5		sspN	N/A	N/A	1	47	46	428
B7H546	Chromosome-anchoring protein RacA	K11686	KOFam_prokaryote_KEGG	2.7e-55	183.7		racA	N/A	N/A	1	179	178	428
B7H6V0	Protein-glutamine gamma-glutamyltransferase	K00686	KOFam_prokaryote_KEGG	2.4e-94	312.9	2.3.2.13	tgl	N/A	N/A	17	251	234	428
B7H9R2	Small acid-soluble spore protein K (minor)	K06428	KOFam_prokaryote_KEGG	4.3e-25	84.3		sspK	N/A	N/A	1	52	51	428
B7HAY1	Hypothetical							N/A	N/A				
B7HC95	Small acid-soluble spore protein O (minor)	K06432	KOFam_prokaryote_KEGG	1.6e-27	92.3		sspO, cotK	N/A	N/A	1	49	48	428
B7HG19	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	1.3e-95	314.5		hpr	N/A	N/A	5	184	179	428
B7HIL6	Stage V sporulation protein G	K06412	KOFam_prokaryote_KEGG	2.6e-45	150.4		spoVG	N/A	N/A	1	88	87	428
B7HME8	Protein-glutamine gamma-glutamyltransferase	K00686	KOFam_prokaryote_KEGG	1.5e-93	310.3	2.3.2.13	tgl	N/A	N/A	16	245	229	428
B7HPV9	Stage V sporulation protein G	K06412	KOFam_prokaryote_KEGG	2.6e-45	150.4		spoVG	N/A	N/A	1	88	87	428
B7HQ80	Chromosome-anchoring protein RacA	K11686	KOFam_prokaryote_KEGG	1.6e-55	184.4		racA	N/A	N/A	1	179	178	428
B7HU54	Small acid-soluble spore protein K (minor)	K06428	KOFam_prokaryote_KEGG	4.3e-25	84.3		sspK	N/A	N/A	1	52	51	428
B7HZH8	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	4.3e-95	312.8		hpr	N/A	N/A	5	184	179	428
B7I057	Hypothetical							N/A	N/A				
B7I063	Small acid-soluble spore protein O (minor)	K06432	KOFam_prokaryote_KEGG	1.9e-26	88.8		sspO, cotK	N/A	N/A	1	49	48	428
B7IKC1	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	1.3e-95	314.5		hpr	N/A	N/A	5	184	179	428
B7IRQ5	Hypothetical							N/A	N/A				
B7ISF6	Small acid-soluble spore protein O (minor)	K06432	KOFam_prokaryote_KEGG	4.9e-27	90.7		sspO, cotK	N/A	N/A	1	49	48	428
B7ISV8	Stage V sporulation protein G	K06412	KOFam_prokaryote_KEGG	2.6e-45	150.4		spoVG	N/A	N/A	1	88	87	428
B7IVK0	Protein-glutamine gamma-glutamyltransferase	K00686	KOFam_prokaryote_KEGG	1.6e-94	313.5	2.3.2.13	tgl	N/A	N/A	17	251	234	428
B7IW10	Small acid-soluble spore protein K (minor)	K06428	KOFam_prokaryote_KEGG	4.3e-25	84.3		sspK	N/A	N/A	1	52	51	428
B7JCX5	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	4.3e-95	312.8		hpr	N/A	N/A	5	184	179	428
B7JI38	Hypothetical							N/A	N/A				
B7JI46	Small acid-soluble spore protein O (minor)	K06432	KOFam_prokaryote_KEGG	1.7e-26	89.0		sspO, cotK	N/A	N/A	1	49	48	428
B7JK55	Stage V sporulation protein G	K06412	KOFam_prokaryote_KEGG	2.6e-45	150.4		spoVG	N/A	N/A	1	88	87	428
B7JKT7	Protein-glutamine gamma-glutamyltransferase	K00686	KOFam_prokaryote_KEGG	9.6e-94	310.9	2.3.2.13	tgl	N/A	N/A	17	246	229	428
B7JML4	Chromosome-anchoring protein RacA	K11686	KOFam_prokaryote_KEGG	7.8e-57	188.7		racA	N/A	N/A	1	179	178	428
B7JNF2	Small acid-soluble spore protein K (minor)	K06428	KOFam_prokaryote_KEGG	4.3e-25	84.3		sspK	N/A	N/A	1	52	51	428
B9IT66	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	4.3e-95	312.8		hpr	N/A	N/A	5	184	179	428
B9IUC1	Hypothetical							N/A	N/A				
B9IUC7	Small acid-soluble spore protein O (minor)	K06432	KOFam_prokaryote_KEGG	1.9e-26	88.8		sspO, cotK	N/A	N/A	1	49	48	428
B9IW43	Protein-glutamine gamma-glutamyltransferase	K00686	KOFam_prokaryote_KEGG	1.5e-93	310.3	2.3.2.13	tgl	N/A	N/A	16	245	229	428
B9IZT9	Chromosome-anchoring protein RacA	K11686	KOFam_prokaryote_KEGG	1.6e-55	184.4		racA	N/A	N/A	1	179	178	428
B9J2V0	Small acid-soluble spore protein K (minor)	K06428	KOFam_prokaryote_KEGG	4.3e-25	84.3		sspK	N/A	N/A	1	52	51	428
C0H3Y8	Hypothetical							N/A	N/A				
C0SP79	Hypothetical							N/A	N/A				
C0SPA3	Hypothetical							N/A	N/A				
C1EKG1	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	4.3e-95	312.8		hpr	N/A	N/A	5	184	179	428
C1EN49	Hypothetical							N/A	N/A				
C1EN57	Small acid-soluble spore protein O (minor)	K06432	KOFam_prokaryote_KEGG	1.7e-26	89.0		sspO, cotK	N/A	N/A	1	49	48	428
C1EPX7	Protein-glutamine gamma-glutamyltransferase	K00686	KOFam_prokaryote_KEGG	6.4e-94	311.5	2.3.2.13	tgl	N/A	N/A	17	245	228	428
C1ESX8	Stage V sporulation protein G	K06412	KOFam_prokaryote_KEGG	2.6e-45	150.4		spoVG	N/A	N/A	1	88	87	428
C1ETF1	Chromosome-anchoring protein RacA	K11686	KOFam_prokaryote_KEGG	7.8e-57	188.7		racA	N/A	N/A	1	179	178	428
C1EWF4	Small acid-soluble spore protein K (minor)	K06428	KOFam_prokaryote_KEGG	4.3e-25	84.3		sspK	N/A	N/A	1	52	51	428
C3L9B6	Small acid-soluble spore protein O (minor)	K06432	KOFam_prokaryote_KEGG	1.7e-26	89.0		sspO, cotK	N/A	N/A	1	49	48	428
C3L9C4	Hypothetical							N/A	N/A				
C3LCW8	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	4.3e-95	312.8		hpr	N/A	N/A	5	184	179	428
C3LHB3	Small acid-soluble spore protein K (minor)	K06428	KOFam_prokaryote_KEGG	4.3e-25	84.3		sspK	N/A	N/A	1	52	51	428
C3LI29	Protein-glutamine gamma-glutamyltransferase	K00686	KOFam_prokaryote_KEGG	1.1e-93	310.8	2.3.2.13	tgl	N/A	N/A	17	245	228	428
C3LJ21	Stage V sporulation protein G	K06412	KOFam_prokaryote_KEGG	2.6e-45	150.4		spoVG	N/A	N/A	1	88	87	428
C3LJH8	Chromosome-anchoring protein RacA	K11686	KOFam_prokaryote_KEGG	7.8e-57	188.7		racA	N/A	N/A	1	179	178	428
C3P2U9	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	4.3e-95	312.8		hpr	N/A	N/A	5	184	179	428
C3P450	Hypothetical							N/A	N/A				
C3P458	Small acid-soluble spore protein O (minor)	K06432	KOFam_prokaryote_KEGG	1.7e-26	89.0		sspO, cotK	N/A	N/A	1	49	48	428
C3P6X0	Protein-glutamine gamma-glutamyltransferase	K00686	KOFam_prokaryote_KEGG	1.1e-93	310.8	2.3.2.13	tgl	N/A	N/A	17	245	228	428
C3P8Z9	Chromosome-anchoring protein RacA	K11686	KOFam_prokaryote_KEGG	7.8e-57	188.7		racA	N/A	N/A	1	179	178	428
C3P9J4	Stage V sporulation protein G	K06412	KOFam_prokaryote_KEGG	2.6e-45	150.4		spoVG	N/A	N/A	1	88	87	428
C3PCY0	Small acid-soluble spore protein K (minor)	K06428	KOFam_prokaryote_KEGG	4.3e-25	84.3		sspK	N/A	N/A	1	52	51	428
C5D2I2	Small acid-soluble spore protein N (minor)	K06431	KOFam_prokaryote_KEGG	3.2e-21	71.9		sspN	N/A	N/A	1	47	46	428
C5D5S3	Small acid-soluble spore protein K (minor)	K06428	KOFam_prokaryote_KEGG	1.4e-33	111.4		sspK	N/A	N/A	1	52	51	428
C5D6L6	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	1.6e-102	336.8		hpr	N/A	N/A	4	184	180	428
C5D9Z3	Small acid-soluble spore protein P (minor)	K06433	KOFam_prokaryote_KEGG	3.8e-27	91.2		sspP, cotL	N/A	N/A	1	48	47	428
L8EBJ6	Hypothetical							N/A	N/A				
O06716	Spore germination protein PF	K06304	KOFam_prokaryote_KEGG	1.3e-31	105.2		gerPF	N/A	N/A	1	71	70	428
O06717	Spore germination protein PE	K06303	KOFam_prokaryote_KEGG	3.8e-42	140.0		gerPE	N/A	N/A	1	129	128	428
O06718	Spore germination protein PD	K06302	KOFam_prokaryote_KEGG	1.3e-32	107.8		gerPD	N/A	N/A	1	57	56	428
O06719	Spore germination protein PC	K06301	KOFam_prokaryote_KEGG	2.8e-73	243.7		gerPC	N/A	N/A	1	204	203	428
O06720	Spore germination protein PB	K06300	KOFam_prokaryote_KEGG	7.8e-33	109.2		gerPB	N/A	N/A	1	76	75	428
O06721	Spore germination protein PA	K06299	KOFam_prokaryote_KEGG	1.5e-34	114.5		gerPA	N/A	N/A	1	72	71	428
O06722	Hypothetical							N/A	N/A				
O06996	Uncharacterized protein	K06900	KOFam_prokaryote_KEGG	4.6e-19	64.6			N/A	N/A	3	219	216	428
O06997	Glycolate oxidase	K00104	KOFam_prokaryote_KEGG	1.2e-24	81.2	1.1.3.15	glcD	N/A	N/A	30	208	178	428
O07520	Hypothetical							N/A	N/A				
O07544	Hypothetical							N/A	N/A				
O31552	Small acid-soluble spore protein H (minor)	K06425	KOFam_prokaryote_KEGG	3.3e-27	91.5		sspH	N/A	N/A	1	59	58	428
O31622	Hypothetical							N/A	N/A				
O31623	Hypothetical							N/A	N/A				
O31625	Hypothetical							N/A	N/A				
O31681	Spore maturation protein CgeB	K06320	KOFam_prokaryote_KEGG	1.7e-65	218.0		cgeB	N/A	N/A	1	347	346	428
O31700	Sigma-E controlled sporulation protein	K06437	KOFam_prokaryote_KEGG	5.7e-131	433.2		yknT	N/A	N/A	1	320	319	428
O31725	Hypothetical							N/A	N/A				
O31819	Hypothetical							N/A	N/A				
O32123	Spore coat protein I	K06331	KOFam_prokaryote_KEGG	1.9e-20	69.3		cotI	N/A	N/A	54	291	237	428
O32131	Hypothetical							N/A	N/A				
O32322	Hypothetical							N/A	N/A				
O32720	Stage II sporulation protein AA (anti-sigma F factor antagonist)	K06378	KOFam_prokaryote_KEGG	2.1e-42	141.9		spoIIAA	N/A	N/A	3	114	111	428
O32723	Stage II sporulation protein AA (anti-sigma F factor antagonist)	K06378	KOFam_prokaryote_KEGG	2.4e-28	95.9		spoIIAA	N/A	N/A	4	111	107	428
O32726	Stage II sporulation protein AA (anti-sigma F factor antagonist)	K06378	KOFam_prokaryote_KEGG	1.3e-39	132.8		spoIIAA	N/A	N/A	4	115	111	428
O34412	Hypothetical							N/A	N/A				
O34505	Cytochrome bd ubiquinol oxidase subunit II	K00426	KOFam_prokaryote_KEGG	4.4e-34	114.4	7.1.1.7	cydB	N/A	N/A	8	338	330	428
O34656	Spore coat protein I	K06331	KOFam_prokaryote_KEGG	1.1e-155	514.1		cotI	N/A	N/A	27	357	330	428
O34765	Hypothetical							N/A	N/A				
O34806	Hypothetical							N/A	N/A				
O66042	Adapter protein MecA 1/2	K16511	KOFam_prokaryote_KEGG	4.3e-60	200.2		mecA1_2	N/A	N/A	1	216	215	428
O68685	Spore germination protein PC	K06301	KOFam_prokaryote_KEGG	1.2e-62	208.8		gerPC	N/A	N/A	1	200	199	428
O68687	Spore germination protein PE	K06303	KOFam_prokaryote_KEGG	3.6e-38	127.1		gerPE	N/A	N/A	1	123	122	428
P02958	Small acid-soluble spore protein C (minor alpha/beta-type SASP)	K06420	KOFam_prokaryote_KEGG	8.1e-45	147.6		sspC	N/A	N/A	1	72	71	428
P02967	Hypothetical							N/A	N/A				
P04831	Small acid-soluble spore protein C (minor alpha/beta-type SASP)	K06420	KOFam_prokaryote_KEGG	1.5e-37	124.4		sspC	N/A	N/A	1	69	68	428
P04832	Small acid-soluble spore protein C (minor alpha/beta-type SASP)	K06420	KOFam_prokaryote_KEGG	6.9e-37	122.2		sspC	N/A	N/A	4	65	61	428
P04834	Small acid-soluble spore protein C (minor alpha/beta-type SASP)	K06420	KOFam_prokaryote_KEGG	2e-36	120.7		sspC	N/A	N/A	1	66	65	428
P04835	Small acid-soluble spore protein C (minor alpha/beta-type SASP)	K06420	KOFam_prokaryote_KEGG	9.7e-34	112.0		sspC	N/A	N/A	1	66	65	428
P06552	Small acid-soluble spore protein C (minor alpha/beta-type SASP)	K06420	KOFam_prokaryote_KEGG	3.2e-37	123.3		sspC	N/A	N/A	1	67	66	428
P06553	Small acid-soluble spore protein C (minor alpha/beta-type SASP)	K06420	KOFam_prokaryote_KEGG	1.4e-36	121.2		sspC	N/A	N/A	1	67	66	428
P07372	Stage II sporulation protein D	K06381	KOFam_prokaryote_KEGG	7.4e-100	332.1		spoIID	N/A	N/A	24	336	312	428
P07785	Small acid-soluble spore protein E (minor gamma-type SASP)	K06422	KOFam_prokaryote_KEGG	9.7e-30	61.1		sspE	N/A	N/A	5	53	48	428
P07786	Hypothetical							N/A	N/A				
P07787	Hypothetical							N/A	N/A				
P0A374	Hypothetical							N/A	N/A				
P0A378	Hypothetical							N/A	N/A				
P0A383	Hypothetical							N/A	N/A				
P0A3T7	Spore germination protein PB	K06300	KOFam_prokaryote_KEGG	3.9e-26	87.8		gerPB	N/A	N/A	1	58	57	428
P0A3T9	Spore germination protein PD	K06302	KOFam_prokaryote_KEGG	1.8e-27	91.3		gerPD	N/A	N/A	1	58	57	428
P0A3V0	cwlJ, sleB; N-acetylmuramoyl-L-alanine amidase	K01449	KOFam_prokaryote_FOAM	8.1e-91	300.9	3.5.1.28		N/A	N/A	5	259	254	428
P0A4F2	Small acid-soluble spore protein C (minor alpha/beta-type SASP)	K06420	KOFam_prokaryote_KEGG	7.5e-33	109.3		sspC	N/A	N/A	3	67	64	428
P0A4F3	Small acid-soluble spore protein C (minor alpha/beta-type SASP)	K06420	KOFam_prokaryote_KEGG	7.5e-33	109.3		sspC	N/A	N/A	3	67	64	428
P0A4F4	Small acid-soluble spore protein C (minor alpha/beta-type SASP)	K06420	KOFam_prokaryote_KEGG	2.2e-34	114.2		sspC	N/A	N/A	2	62	60	428
P0A4F5	Small acid-soluble spore protein C (minor alpha/beta-type SASP)	K06420	KOFam_prokaryote_KEGG	2.2e-34	114.2		sspC	N/A	N/A	2	62	60	428
P0A4F6	Small acid-soluble spore protein F (minor alpha/beta-type SASP)	K06423	KOFam_prokaryote_KEGG	3e-32	108.2		sspF	N/A	N/A	1	59	58	428
P0A4F7	Small acid-soluble spore protein F (minor alpha/beta-type SASP)	K06423	KOFam_prokaryote_KEGG	3e-32	108.2		sspF	N/A	N/A	1	59	58	428
P10570	Small acid-soluble spore protein C (minor alpha/beta-type SASP)	K06420	KOFam_prokaryote_KEGG	4.3e-36	119.7		sspC	N/A	N/A	1	66	65	428
P10571	Small acid-soluble spore protein C (minor alpha/beta-type SASP)	K06420	KOFam_prokaryote_KEGG	3.5e-36	119.8		sspC	N/A	N/A	1	66	65	428
P10572	Small acid-soluble spore protein C (minor alpha/beta-type SASP)	K06420	KOFam_prokaryote_KEGG	3.6e-27	91.1		sspC	N/A	N/A	4	62	58	428
P11863	Spore coat protein T	K06339	KOFam_prokaryote_KEGG	2.1e-32	107.9		cotT	N/A	N/A	1	80	79	428
P12690	Hypothetical							N/A	N/A				
P13251	Stage II sporulation protein D	K06381	KOFam_prokaryote_KEGG	2.3e-100	333.9		spoIID	N/A	N/A	27	337	310	428
P15281	Putative DeoR family transcriptional regulator, stage III sporulation protein D	K06283	KOFam_prokaryote_KEGG	1.3e-49	163.2		spoIIID	N/A	N/A	1	85	84	428
P19471	Hypothetical							N/A	N/A				
P21341	Transcriptional regulator	K07734	KOFam_prokaryote_KEGG	4.5e-75	249.3		paiB	N/A	N/A	1	202	201	428
P22065	Small acid-soluble spore protein A (major alpha-type SASP)	K06418	KOFam_prokaryote_KEGG	1.8e-30	101.5		SASP-A, sspA	N/A	N/A	3	69	66	428
P22066	Small acid-soluble spore protein A (major alpha-type SASP)	K06418	KOFam_prokaryote_KEGG	2.5e-28	94.7		SASP-A, sspA	N/A	N/A	2	64	62	428
P23261	Spore coat protein F	K06329	KOFam_prokaryote_KEGG	3.8e-55	182.8		cotF	N/A	N/A	1	160	159	428
P26764	RNA polymerase sigma-B factor	K03090	KOFam_prokaryote_KEGG	8e-79	262.1		sigB	N/A	N/A	21	251	230	428
P26767	Stage II sporulation protein GA (sporulation sigma-E factor processing peptidase)	K06383	KOFam_prokaryote_KEGG	2.9e-51	170.9	3.4.23.-	spoIIGA	N/A	N/A	1	157	156	428
P26777	Stage II sporulation protein AA (anti-sigma F factor antagonist)	K06378	KOFam_prokaryote_KEGG	2.9e-42	141.4		spoIIAA	N/A	N/A	3	115	112	428
P27643	Stage V sporulation protein K	K06413	KOFam_prokaryote_KEGG	2.3e-139	461.9		spoVK	N/A	N/A	12	319	307	428
P27755	Hypothetical							N/A	N/A				
P28015	Stage V sporulation protein G	K06412	KOFam_prokaryote_KEGG	1.3e-44	148.1		spoVG	N/A	N/A	1	85	84	428
P28016	Stage V sporulation protein G	K06412	KOFam_prokaryote_KEGG	1.3e-44	148.1		spoVG	N/A	N/A	1	85	84	428
P31845	Stage V sporulation protein AF	K06408	KOFam_prokaryote_KEGG	4.8e-228	754.6		spoVAF	N/A	N/A	5	492	487	428
P33657	RNA polymerase sporulation-specific sigma factor	K03091	KOFam_prokaryote_KEGG	7.8e-77	255.5		sigH	N/A	N/A	17	235	218	428
P33658	RNA polymerase sigma-B factor	K03090	KOFam_prokaryote_KEGG	8.2e-71	235.7		sigB	N/A	N/A	24	255	231	428
P35142	Hypothetical							N/A	N/A				
P35145	RNA polymerase sigma-B factor	K03090	KOFam_prokaryote_KEGG	6.9e-78	259.0		sigB	N/A	N/A	20	250	230	428
P35147	Stage II sporulation protein AA (anti-sigma F factor antagonist)	K06378	KOFam_prokaryote_KEGG	1.5e-41	139.1		spoIIAA	N/A	N/A	3	115	112	428
P35157	Spore maturation protein A	K06373	KOFam_prokaryote_KEGG	1.2e-91	302.5		spmA	N/A	N/A	1	192	191	428
P35158	Spore maturation protein B	K06374	KOFam_prokaryote_KEGG	8.1e-81	266.7		spmB	N/A	N/A	1	175	174	428
P37541	Hypothetical							N/A	N/A				
P37549	Small acid-soluble spore protein F (minor alpha/beta-type SASP)	K06423	KOFam_prokaryote_KEGG	1.9e-34	115.4		sspF	N/A	N/A	1	60	59	428
P37875	Stage V sporulation protein R	K06415	KOFam_prokaryote_KEGG	1.4e-184	610.9		spoVR	N/A	N/A	6	466	460	428
P39066	Acetoin utilization protein AcuB	K04767	KOFam_prokaryote_KEGG	7.8e-72	238.5		acuB	N/A	N/A	1	205	204	428
P39067	Acetoin utilization protein AcuC	K04768	KOFam_prokaryote_KEGG	8e-172	569.8		acuC	N/A	N/A	3	385	382	428
P39072	Germination protein M	K06298	KOFam_prokaryote_KEGG	5.8e-93	308.8		gerM	N/A	N/A	7	366	359	428
P39801	Hypothetical							N/A	N/A				
P40419	Glucose uptake protein	K05340	KOFam_prokaryote_KEGG	3.4e-106	352.2		glcU	N/A	N/A	1	285	284	428
P40420	Glucose uptake protein	K05340	KOFam_prokaryote_KEGG	1.9e-109	362.9		glcU	N/A	N/A	1	286	285	428
P40866	Stage V sporulation protein AA	K06403	KOFam_prokaryote_KEGG	1.5e-83	276.1		spoVAA	N/A	N/A	2	203	201	428
P40869	Stage V sporulation protein AD	K06406	KOFam_prokaryote_KEGG	7.7e-158	521.1		spoVAD	N/A	N/A	2	334	332	428
P41028	Similar to stage IV sporulation protein	K06438	KOFam_prokaryote_KEGG	2.7e-134	445.1		yqfD	N/A	N/A	1	391	390	428
P42062	ABC.PE.P; peptide/nickel transport system permease protein	K02033	KOFam_prokaryote_FOAM	3.4e-129	428.3			N/A	N/A	1	315	314	428
P42063	ABC.PE.P1; peptide/nickel transport system permease protein	K02034	KOFam_prokaryote_FOAM	8.3e-125	414.5			N/A	N/A	18	300	282	428
P45693	Stage V sporulation protein S	K06416	KOFam_prokaryote_KEGG	1.1e-52	174.3		spoVS	N/A	N/A	1	86	85	428
P45707	Hypothetical							N/A	N/A				
P45857	Acyl-CoA dehydrogenase	K18244	KOFam_prokaryote_KEGG	6.5e-189	624.8	1.3.99.-	mmgC	N/A	N/A	3	377	374	428
P46914	Spore coat-associated protein S	K06337	KOFam_prokaryote_KEGG	2.3e-172	569.4		cotS	N/A	N/A	9	348	339	428
P46915	Spore coat protein SA	K06338	KOFam_prokaryote_KEGG	6.3e-149	493.1		cotSA	N/A	N/A	1	375	374	428
P49784	Stage III sporulation protein AG	K06396	KOFam_prokaryote_KEGG	5.8e-72	238.8		spoIIIAG	N/A	N/A	8	228	220	428
P50734	Adapter protein MecA 1/2	K16511	KOFam_prokaryote_KEGG	2.3e-65	217.4		mecA1_2	N/A	N/A	1	193	192	428
P52930	Two-component system, response regulator, stage 0 sporulation protein A	K07699	KOFam_prokaryote_KEGG	6.6e-64	212.3		spo0A	N/A	N/A	1	150	149	428
P52937	Two-component system, response regulator, stage 0 sporulation protein A	K07699	KOFam_prokaryote_KEGG	2.6e-65	216.9		spo0A	N/A	N/A	1	161	160	428
P52968	Small acid-soluble spore protein C (minor alpha/beta-type SASP)	K06420	KOFam_prokaryote_KEGG	1.6e-33	111.4		sspC	N/A	N/A	2	66	64	428
P52969	Small acid-soluble spore protein C (minor alpha/beta-type SASP)	K06420	KOFam_prokaryote_KEGG	1e-33	112.1		sspC	N/A	N/A	4	64	60	428
P52971	Small acid-soluble spore protein F (minor alpha/beta-type SASP)	K06423	KOFam_prokaryote_KEGG	6.3e-29	97.4		sspF	N/A	N/A	1	55	54	428
P56957	Hypothetical							N/A	N/A				
P57091	Hypothetical							N/A	N/A				
P57092	Hypothetical							N/A	N/A				
P59104	cwlJ, sleB; N-acetylmuramoyl-L-alanine amidase	K01449	KOFam_prokaryote_FOAM	2.6e-28	95.9	3.5.1.28		N/A	N/A	7	139	132	428
P59105	cwlJ, sleB; N-acetylmuramoyl-L-alanine amidase	K01449	KOFam_prokaryote_FOAM	1.4e-87	290.4	3.5.1.28		N/A	N/A	9	276	267	428
P62164	Spore germination protein PA	K06299	KOFam_prokaryote_KEGG	1.5e-33	111.3		gerPA	N/A	N/A	1	71	70	428
P62165	Spore germination protein PA	K06299	KOFam_prokaryote_KEGG	1.5e-33	111.3		gerPA	N/A	N/A	1	71	70	428
P62177	RNA polymerase sporulation-specific sigma factor	K03091	KOFam_prokaryote_KEGG	1.3e-80	268.0		sigH	N/A	N/A	15	238	223	428
P62178	RNA polymerase sporulation-specific sigma factor	K03091	KOFam_prokaryote_KEGG	1.3e-80	268.0		sigH	N/A	N/A	15	238	223	428
P62180	RNA polymerase sporulation-specific sigma factor	K03091	KOFam_prokaryote_KEGG	2e-83	277.2		sigH	N/A	N/A	10	234	224	428
P62182	RNA polymerase sporulation-specific sigma factor	K03091	KOFam_prokaryote_KEGG	2e-83	277.2		sigH	N/A	N/A	10	234	224	428
P62183	Spore germination protein PF	K06304	KOFam_prokaryote_KEGG	7.7e-35	115.6		gerPF	N/A	N/A	1	70	69	428
P62185	Spore germination protein PF	K06304	KOFam_prokaryote_KEGG	7.7e-35	115.6		gerPF	N/A	N/A	1	70	69	428
P62186	Spore germination protein PF	K06304	KOFam_prokaryote_KEGG	7.7e-35	115.6		gerPF	N/A	N/A	1	70	69	428
P70877	Stage II sporulation protein AA (anti-sigma F factor antagonist)	K06378	KOFam_prokaryote_KEGG	3.8e-43	144.3		spoIIAA	N/A	N/A	4	115	111	428
P71032	Small acid-soluble spore protein P (minor)	K06433	KOFam_prokaryote_KEGG	3.3e-26	88.2		sspP, cotL	N/A	N/A	1	48	47	428
P71088	Sporulation-control protein	K06377	KOFam_prokaryote_KEGG	9.6e-87	287.7		spo0M	N/A	N/A	3	257	254	428
P84613	Hypothetical							N/A	N/A				
P94446	Spore cortex protein	K06345	KOFam_prokaryote_KEGG	2.4e-53	177.9		coxA	N/A	N/A	1	197	196	428
P94497	Hypothetical							N/A	N/A				
P94537	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	1.8e-34	114.5		sspI	N/A	N/A	1	68	67	428
P94594	Hypothetical							N/A	N/A				
P96619	Hypothetical							N/A	N/A				
P96698	Hypothetical							N/A	N/A				
Q00213	Small acid-soluble spore protein C (minor alpha/beta-type SASP)	K06420	KOFam_prokaryote_KEGG	9.1e-37	121.7		sspC	N/A	N/A	4	65	61	428
Q00758	Stage V sporulation protein B	K06409	KOFam_prokaryote_KEGG	2.1e-181	600.7		spoVB	N/A	N/A	1	517	516	428
Q06823	HSP20 family protein	K13993	KOFam_prokaryote_KEGG	7.6e-45	150.5		HSP20	N/A	N/A	8	160	152	428
Q08311	Spore coat protein Y	K06343	KOFam_prokaryote_KEGG	5.5e-81	266.8		cotY	N/A	N/A	1	158	157	428
Q08312	Spore coat protein Z	K06344	KOFam_prokaryote_KEGG	1.3e-61	203.9		cotZ	N/A	N/A	3	145	142	428
Q186G8	Hypothetical							N/A	N/A				
