From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Annotation	Keywords	Keyword ID	Pfam	CDD	InterPro	NCBIfam	Protein families	PANTHER	KEGG	MEROPS	CAZy	Gene Ontology (biological process)	Gene Ontology (GO)	GeneID
BSU09958	C0H3Y2	reviewed	SSCA_BACSU	Small spore coat assembly protein A	sscA yhzE BSU09958	Bacillus subtilis (strain 168)	28		10.1038/36786; 10.1271/bbb.110029	3.0	Germination;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-0309; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133	PF09680;		IPR010070;	TIGR01732;	SscA family		bsu:BSU09958;			sporulation resulting in formation of a cellular spore [GO:0030435]	membrane [GO:0016020]; sporulation resulting in formation of a cellular spore [GO:0030435]	8303205;92916207;
BSU40870	P37517	reviewed	CCPB_BACSU	Catabolite control protein B	ccpB yyaG BSU40870	Bacillus subtilis (strain 168)	311		10.1093/dnares/1.1.1; 10.1038/36786; 10.1016/0005-2728(94)90131-7; 10.1128/jb.180.3.491-497.1998	3.0	DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation	KW-0238; KW-1185; KW-0678; KW-0804; KW-0805	PF00356;PF00532;	cd01392;cd06286;	IPR000843;IPR010982;IPR001761;IPR028082;			PTHR30146:SF105;PTHR30146;	bsu:BSU40870;			regulation of DNA-templated transcription [GO:0006355]	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]	937876;
BSU13370	O35040	reviewed	YKOQ_BACSU	Uncharacterized metallophosphoesterase YkoQ (EC 3.1.-.-)	ykoQ BSU13370	Bacillus subtilis (strain 168)	270		10.1038/36786	2.0	Hydrolase;Metal-binding;Reference proteome	KW-0378; KW-0479; KW-1185	PF00149;		IPR004843;IPR029052;IPR051158;		Metallophosphoesterase superfamily	PTHR31302:SF31;PTHR31302;	bsu:BSU13370;			lipid A biosynthetic process [GO:0009245]	membrane [GO:0016020]; metal ion binding [GO:0046872]; UDP-2,3-diacylglucosamine hydrolase activity [GO:0008758]; lipid A biosynthetic process [GO:0009245]	939388;
BSU10600	O07571	reviewed	YHJQ_BACSU	Uncharacterized cysteine-rich protein YhjQ	yhjQ BSU10600	Bacillus subtilis (strain 168)	108		10.1038/36786	1.0	3D-structure;Reference proteome	KW-0002; KW-1185	PF03860;	cd08026;	IPR005560;IPR044543;			PTHR37310:SF1;PTHR37310;	bsu:BSU10600;					939779;
BSU24880	P54492	reviewed	YQGO_BACSU	Uncharacterized protein YqgO	yqgO BSU24880	Bacillus subtilis (strain 168)	57		10.1099/13500872-142-11-3103; 10.1038/36786	1.0	Reference proteome	KW-1185							bsu:BSU24880;					86872963;938204;
BSU27690	O32051	reviewed	YRZE_BACSU	Uncharacterized membrane protein YrzE	yrzE BSU27690	Bacillus subtilis (strain 168)	150		10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF12670;		IPR023804;	TIGR04086;			bsu:BSU27690;				plasma membrane [GO:0005886]	938165;
BSU00540	P37553	reviewed	FIN_BACSU	Anti-sigma-F factor Fin (Suppressor of recU and recB SubA)	fin subA yabK BSU00540	Bacillus subtilis (strain 168)	76		10.1093/dnares/1.1.1; 10.1038/36786; 10.1007/s00438-001-0616-7; 10.1128/jb.186.17.5557-5566.2004; 10.1128/jb.00949-10	3.0	3D-structure;Cytoplasm;Metal-binding;Reference proteome;Sporulation;Transcription;Transcription regulation;Zinc	KW-0002; KW-0963; KW-0479; KW-1185; KW-0749; KW-0804; KW-0805; KW-0862	PF10955;		IPR020115;				bsu:BSU00540;			regulation of gene expression [GO:0010468]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; regulation of gene expression [GO:0010468]; sporulation resulting in formation of a cellular spore [GO:0030435]	86871185;936978;
BSU19250	O34976	reviewed	YOCL_BACSU	Uncharacterized protein YocL	yocL BSU19250	Bacillus subtilis (strain 168)	110		10.1038/36786	1.0	Coiled coil;Reference proteome	KW-0175; KW-1185							bsu:BSU19250;					939586;
BSU29630	O34970	reviewed	YTTP_BACSU	Probable HTH-type transcriptional regulator YttP (Stress response protein YttP)	yttP BSU29630	Bacillus subtilis (strain 168)	207		10.1099/00221287-143-11-3431; 10.1038/36786; 10.1099/00221287-148-5-1593; 10.1128/mmbr.69.2.326-356.2005	2.0	3D-structure;DNA-binding;Reference proteome;Repressor;Stress response;Transcription;Transcription regulation	KW-0002; KW-0238; KW-1185; KW-0678; KW-0346; KW-0804; KW-0805	PF00440;		IPR023772;IPR009057;IPR050624;IPR001647;	NF037937;		PTHR43479;PTHR43479:SF11;	bsu:BSU29630;			regulation of DNA-templated transcription [GO:0006355]	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]	937327;
BSU22300	P39791	reviewed	YPPC_BACSU	Uncharacterized protein YppC (ORFX)	yppC BSU22300	Bacillus subtilis (strain 168)	320		10.1099/13500872-142-8-2005; 10.1038/36786; 10.1128/jb.177.2.326-335.1995	1.0	Reference proteome	KW-1185	PF10720;		IPR019658;				bsu:BSU22300;					939043;
BSU10960	O06740	reviewed	YITE_BACSU	UPF0750 membrane protein YitE	yitE BSU10960	Bacillus subtilis (strain 168)	209		10.1099/00221287-143-10-3305; 10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF02588;		IPR051461;IPR003740;		UPF0750 family	PTHR33545:SF9;PTHR33545;	bsu:BSU10960;				plasma membrane [GO:0005886]	86874430;936377;
BSU14980	O34958	reviewed	YLBE_BACSU	Uncharacterized protein YlbE	ylbE BSU14980	Bacillus subtilis (strain 168)	79		10.1038/36786	1.0	Reference proteome	KW-1185	PF14003;		IPR025613;				bsu:BSU14980;					938216;
BSU29100	P23545	reviewed	PHOR_BACSU	Alkaline phosphatase synthesis sensor protein PhoR (EC 2.7.13.3)	phoR BSU29100	Bacillus subtilis (strain 168)	579		10.1128/jb.170.12.5935-5938.1988; 10.1099/00221287-143-11-3431; 10.1038/36786; 10.1371/journal.pgen.1005140; 10.1371/journal.pgen.1006116	4.0	3D-structure;ATP-binding;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphate transport;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Transport;Two-component regulatory system	KW-0002; KW-0067; KW-1003; KW-0418; KW-0472; KW-0547; KW-0592; KW-0597; KW-1185; KW-0808; KW-0812; KW-1133; KW-0813; KW-0902	PF02518;PF00512;PF00989;PF16736;	cd00075;cd00082;cd00130;	IPR050351;IPR036890;IPR003594;IPR005467;IPR003661;IPR036097;IPR000014;IPR035965;IPR013767;IPR031967;IPR004358;	TIGR00229;		PTHR45453;PTHR45453:SF1;	bsu:BSU29100;			phosphate ion transport [GO:0006817]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	membrane raft [GO:0045121]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; histidine phosphotransfer kinase activity [GO:0009927]; phosphorelay sensor kinase activity [GO:0000155]; phosphate ion transport [GO:0006817]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	937387;
BSU18720	O34611	reviewed	YOAR_BACSU	Uncharacterized protein YoaR	yoaR BSU18720	Bacillus subtilis (strain 168)	303		10.1038/36786	1.0	Reference proteome	KW-1185	PF12229;PF04294;		IPR052913;IPR007391;IPR022029;			PTHR35788:SF1;PTHR35788;	bsu:BSU18720;					939962;
BSU00650	P37561	reviewed	YABS_BACSU	Uncharacterized protein YabS	yabS BSU00650	Bacillus subtilis (strain 168)	245		10.1093/dnares/1.1.1; 10.1038/36786	1.0	Reference proteome	KW-1185		cd00198;	IPR002035;IPR036465;				bsu:BSU00650;					86871172;936965;
BSU23460	P10728	reviewed	SP2AB_BACSU	Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)	spoIIAB BSU23460	Bacillus subtilis (strain 168)	146	O31435	10.1099/00221287-130-8-2147; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1073/pnas.90.6.2325; 10.1016/0092-8674(93)90520-z	5.0	ATP-binding;Direct protein sequencing;Kinase;Nucleotide-binding;Reference proteome;Serine/threonine-protein kinase;Sporulation;Transferase	KW-0067; KW-0903; KW-0418; KW-0547; KW-1185; KW-0723; KW-0749; KW-0808	PF13581;		IPR050267;IPR010194;IPR036890;IPR003594;	TIGR01925;	Anti-sigma-factor family	PTHR35526:SF3;PTHR35526;	bsu:BSU23460;			asexual sporulation [GO:0030436]; negative regulation of sporulation resulting in formation of a cellular spore [GO:0042174]; sporulation resulting in formation of a cellular spore [GO:0030435]	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein serine kinase activity [GO:0106310]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; sigma factor antagonist activity [GO:0016989]; asexual sporulation [GO:0030436]; negative regulation of sporulation resulting in formation of a cellular spore [GO:0042174]; sporulation resulting in formation of a cellular spore [GO:0030435]	938930;
BSU22280	P50832	reviewed	YPPD_BACSU	Uncharacterized protein YppD	yppD BSU22280	Bacillus subtilis (strain 168)	81		10.1099/13500872-142-8-2005; 10.1038/36786	1.0	Reference proteome	KW-1185	PF17522;		IPR020252;				bsu:BSU22280;					939042;
BSU27470	O34402	reviewed	YRRD_BACSU	Uncharacterized protein YrrD	yrrD BSU27470	Bacillus subtilis (strain 168)	174		10.1038/36786	1.0	Reference proteome	KW-1185	PF05239;		IPR027275;IPR011033;				bsu:BSU27470;					937552;
BSU25530	P37968	reviewed	SP2P_BACSU	Stage II sporulation protein P	spoIIP BSU25530	Bacillus subtilis (strain 168)	401		10.1099/13500872-142-11-3103; 10.1038/36786	1.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF07454;		IPR010897;	TIGR02867;			bsu:BSU25530;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	937842;
BSU40280	Q45607	reviewed	YYCO_BACSU	Uncharacterized protein YycO	yycO BSU40280	Bacillus subtilis (strain 168)	245		10.1093/dnares/4.2.155; 10.1038/36786	1.0	Reference proteome;Signal	KW-1185; KW-0732	PF05708;		IPR038765;IPR024453;				bsu:BSU40280;					937766;
BSU00840	P37569	reviewed	MCSA_BACSU	Protein-arginine kinase activator protein	mcsA yacH BSU00840	Bacillus subtilis (strain 168)	185		10.1093/dnares/1.1.1; 10.1038/36786; 10.1046/j.1365-2958.1999.01152.x; 10.1093/emboj/20.4.852; 10.1038/sj.emboj.7600780; 10.1111/j.1365-2958.2009.06636.x; 10.1073/pnas.1117483109; 10.1074/mcp.m113.032292	4.0	3D-structure;Phosphoprotein;Reference proteome	KW-0002; KW-0597; KW-1185	PF02151;		IPR001943;IPR036876;IPR025542;			PTHR38430;PTHR38430:SF1;	bsu:BSU00840;			proteolysis [GO:0006508]; stress response to cadmium ion [GO:1990170]; stress response to copper ion [GO:1990169]	cadmium ion binding [GO:0046870]; cobalt ion binding [GO:0050897]; copper ion binding [GO:0005507]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]; stress response to cadmium ion [GO:1990170]; stress response to copper ion [GO:1990169]	936845;
BSU04630	P96619	reviewed	YDCC_BACSU	Sporulation protein YdcC	ydcC BSU04630	Bacillus subtilis (strain 168)	338		10.1038/36786; 10.1099/mic.0.26413-0	2.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133			IPR029046;IPR052944;			PTHR37507;PTHR37507:SF2;	bsu:BSU04630;			sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; sporulation resulting in formation of a cellular spore [GO:0030435]	86875104;938166;
BSU28210	P42425	reviewed	LON2_BACSU	Lon protease 2 (EC 3.4.21.53) (ATP-dependent protease La 2)	lon2 lonB ysxF BSU28210	Bacillus subtilis (strain 168)	552		10.1099/13500872-142-11-3067; 10.1038/36786; 10.1128/jb.176.21.6518-6527.1994; 10.1128/jb.183.10.2995-3003.2001	4.0	3D-structure;ATP-binding;Cytoplasm;Hydrolase;Nucleotide-binding;Protease;Reference proteome;Serine protease;Stress response	KW-0002; KW-0067; KW-0963; KW-0378; KW-0547; KW-0645; KW-1185; KW-0720; KW-0346	PF05362;PF01078;	cd00009;cd18139;	IPR003593;IPR008269;IPR027065;IPR000523;IPR027417;IPR008268;IPR020568;IPR014721;IPR014251;	TIGR02902;	Peptidase S16 family	PTHR10046;	bsu:BSU28210;	S16.005;		protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	937484;
BSU18240	O34544	reviewed	ACCC2_BACSU	Biotin carboxylase 2 (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A 2)	accC2 accC yngH BSU18240	Bacillus subtilis (strain 168)	444		10.1099/00221287-143-11-3443; 10.1038/36786	3.0	ATP-binding;Biotin;Fatty acid biosynthesis;Fatty acid metabolism;Ligase;Lipid biosynthesis;Lipid metabolism;Magnesium;Manganese;Metal-binding;Nucleotide-binding;Reference proteome	KW-0067; KW-0092; KW-0275; KW-0276; KW-0436; KW-0444; KW-0443; KW-0460; KW-0464; KW-0479; KW-0547; KW-1185	PF02785;PF00289;PF02786;		IPR011761;IPR005481;IPR011764;IPR005482;IPR005479;IPR016185;IPR011054;			PTHR45007;PTHR45007:SF1;	bsu:BSU18240;			fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]	acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; biotin carboxylase activity [GO:0004075]; metal ion binding [GO:0046872]; fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]	939474;
BSU00230	P24282	reviewed	BOFA_BACSU	Sigma-K factor-processing regulatory protein BofA (Bypass-of-forespore protein A)	bofA BSU00230	Bacillus subtilis (strain 168)	87		10.1093/nar/18.23.6771; 10.1093/dnares/1.1.1; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.174.10.3177-3184.1992; 10.1099/00221287-143-4-1053; 10.1128/jb.181.17.5384-5388.1999; 10.1101/gad.977702; 10.1073/pnas.0307709101	3.0	Membrane;Metal-binding;Reference proteome;Sporulation;Transmembrane;Transmembrane helix;Zinc	KW-0472; KW-0479; KW-1185; KW-0749; KW-0812; KW-1133; KW-0862	PF07441;		IPR010001;	TIGR02862;			bsu:BSU00230;			sporulation resulting in formation of a cellular spore [GO:0030435]	membrane [GO:0016020]; metal ion binding [GO:0046872]; sporulation resulting in formation of a cellular spore [GO:0030435]	11237780;937025;
BSU03100	P94382	reviewed	YCGG_BACSU	Uncharacterized protein YcgG	ycgG BSU03100	Bacillus subtilis (strain 168)	253		10.1099/13500872-142-11-3047; 10.1038/36786; 10.1099/mic.0.027839-0	1.0	Reference proteome	KW-1185	PF08892;		IPR014988;		DcsA family	PTHR40045;PTHR40045:SF1;	bsu:BSU03100;					938350;
BSU12330	O35045	reviewed	YJMD_BACSU	Uncharacterized zinc-type alcohol dehydrogenase-like protein YjmD (EC 1.-.-.-)	yjmD BSU12330	Bacillus subtilis (strain 168)	339		10.1099/00221287-144-4-877; 10.1038/36786; 10.1128/jb.181.2.426-433.1999	2.0	Metal-binding;Oxidoreductase;Reference proteome;Zinc	KW-0479; KW-0560; KW-1185; KW-0862	PF08240;PF00107;	cd08261;	IPR013149;IPR013154;IPR002328;IPR011032;IPR036291;IPR020843;IPR050129;		Zinc-containing alcohol dehydrogenase family	PTHR43401;PTHR43401:SF2;	bsu:BSU12330;				oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]	936463;
BSU12830	O34853	reviewed	SP2SA_BACSU	Stage II sporulation protein SA (Killer protein SpoIISA) (Toxin SpoIISA)	spoIISA ykaC BSU12830	Bacillus subtilis (strain 168)	248	O34800	10.1038/36786; 10.1128/jb.183.12.3574-3581.2001; 10.1111/j.1574-6968.2007.00984.x; 10.1016/j.resmic.2010.09.005; 10.1074/jbc.m110.172429	4.0	3D-structure;Cell membrane;Membrane;Reference proteome;Sporulation;Toxin-antitoxin system;Transmembrane;Transmembrane helix	KW-0002; KW-1003; KW-0472; KW-1185; KW-0749; KW-1277; KW-0812; KW-1133	PF14171;		IPR025940;		SpoIISA toxin family		bsu:BSU12830;			sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; sporulation resulting in formation of a cellular spore [GO:0030435]	938174;
BSU27460	O34606	reviewed	GLNP_BACSU	Probable glutamine ABC transporter permease protein GlnP	glnP BSU27460	Bacillus subtilis (strain 168)	218		10.1099/13500872-141-7-1781; 10.1038/36786; 10.1046/j.1365-2958.2003.03567.x	2.0	Amino-acid transport;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-0029; KW-1003; KW-0472; KW-1185; KW-0812; KW-1133; KW-0813	PF00528;	cd06261;	IPR010065;IPR043429;IPR000515;IPR035906;	TIGR01726;	Binding-protein-dependent transport system permease family	PTHR30614:SF41;PTHR30614;	bsu:BSU27460;			amino acid transport [GO:0006865]	ATP-binding cassette (ABC) transporter complex [GO:0043190]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; amino acid transport [GO:0006865]	937556;
BSU40950	P37521	reviewed	YYAC_BACSU	Uncharacterized protein YyaC	yyaC BSU40950	Bacillus subtilis (strain 168)	205		10.1111/j.1365-2958.1992.tb01510.x; 10.1093/dnares/1.1.1; 10.1038/36786	1.0	Reference proteome	KW-1185	PF06866;		IPR023430;IPR009665;	TIGR02841;			bsu:BSU40950;					937925;
BSU33480	O32218	reviewed	BDBD_BACSU	Disulfide bond formation protein D (Disulfide oxidoreductase D) (Thiol-disulfide oxidoreductase D)	bdbD yvgV BSU33480	Bacillus subtilis (strain 168)	222		10.1038/36786; 10.1128/jb.184.5.1423-1429.2002; 10.1074/jbc.m111380200; 10.1101/gad.1945010; 10.1111/j.1365-2958.2012.08205.x	4.0	3D-structure;Cell membrane;Competence;Disulfide bond;Membrane;Oxidoreductase;Redox-active center;Reference proteome;Signal	KW-0002; KW-1003; KW-0178; KW-1015; KW-0472; KW-0560; KW-0676; KW-1185; KW-0732	PF13462;		IPR012336;IPR036249;IPR013766;		Thioredoxin family, DsbA subfamily	PTHR13887:SF14;PTHR13887;	bsu:BSU33480;			establishment of competence for transformation [GO:0030420]	membrane raft [GO:0045121]; plasma membrane [GO:0005886]; oxidoreductase activity [GO:0016491]; establishment of competence for transformation [GO:0030420]	936031;
BSU31380	O32087	reviewed	YUZA_BACSU	Uncharacterized membrane protein YuzA	yuzA BSU31380	Bacillus subtilis (strain 168)	78		10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF04070;		IPR007211;			PTHR37304:SF1;PTHR37304;	bsu:BSU31380;				plasma membrane [GO:0005886]	86872325;937163;
BSU27290	O32030	reviewed	YRZA_BACSU	Uncharacterized protein YrzA	yrzA BSU27290	Bacillus subtilis (strain 168)	67		10.1038/36786	1.0	Coiled coil;Reference proteome	KW-0175; KW-1185	PF10750;		IPR019686;				bsu:BSU27290;					937564;
BSU23450	P07860	reviewed	RPSF_BACSU	RNA polymerase sigma-F factor (Sporulation sigma factor) (Stage II sporulation protein AC)	sigF spoIIAC BSU23450	Bacillus subtilis (strain 168)	255		10.1099/00221287-133-3-475; 10.1099/00221287-130-8-2147; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1016/0092-8674(93)90520-z; 10.1128/jb.178.16.5039-5041.1996; 10.1128/jb.00949-10; 10.1002/pmic.201000790	5.0	Direct protein sequencing;DNA-binding;Reference proteome;Sigma factor;Sporulation;Transcription;Transcription regulation	KW-0903; KW-0238; KW-1185; KW-0731; KW-0749; KW-0804; KW-0805	PF04542;PF04539;PF04545;	cd06171;	IPR001387;IPR014284;IPR014322;IPR014236;IPR000943;IPR007627;IPR007624;IPR007630;IPR013325;IPR013324;IPR050239;IPR036388;	TIGR02980;TIGR02937;TIGR02885;	Sigma-70 factor family	PTHR30603;PTHR30603:SF19;	bsu:BSU23450;			DNA-templated transcription initiation [GO:0006352]; sporulation resulting in formation of a cellular spore [GO:0030435]	DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352]; sporulation resulting in formation of a cellular spore [GO:0030435]	938729;
BSU11290	O34959	reviewed	YJAV_BACSU	Uncharacterized protein YjaV	yjaV BSU11290	Bacillus subtilis (strain 168)	185		10.1038/36786; 10.1099/mic.0.027839-0	1.0	Reference proteome	KW-1185							bsu:BSU11290;					939802;
BSU36570	P71042	reviewed	YWNG_BACSU	Uncharacterized protein YwnG	ywnG BSU36570	Bacillus subtilis (strain 168)	172		10.1128/jb.179.10.3371-3373.1997; 10.1038/36786	2.0	Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-0472; KW-1185; KW-0812; KW-1133	PF17319;		IPR035287;				bsu:BSU36570;				membrane [GO:0016020]	936941;
BSU22000	Q7WY66	reviewed	SSPL_BACSU	Small, acid-soluble spore protein L (SASP L)	sspL BSU22000	Bacillus subtilis (strain 168)	42		10.1038/36786; 10.1128/jb.180.24.6704-6712.1998; 10.1016/s0378-1119(99)00124-9	2.0	Direct protein sequencing;Reference proteome;Sporulation	KW-0903; KW-1185; KW-0749			IPR017526;	TIGR03093;			bsu:BSU22000;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	2914255;86873266;
BSU24420	Q01368	reviewed	SP3AB_BACSU	Stage III sporulation protein AB	spoIIIAB BSU24420	Bacillus subtilis (strain 168)	171		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1111/j.1365-2958.1991.tb00816.x	1.0	3D-structure;Reference proteome;Sporulation	KW-0002; KW-1185; KW-0749	PF09548;		IPR014198;	TIGR02833;			bsu:BSU24420;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	938561;
BSU06290	O34803	reviewed	YEAA_BACSU	Uncharacterized protein YeaA	yeaA ydjQ BSU06290	Bacillus subtilis (strain 168)	329		10.1093/dnares/4.5.335; 10.1038/36786; 10.1099/13500872-142-11-3027	1.0	Reference proteome	KW-1185	PF13170;		IPR025062;				bsu:BSU06290;					936018;
BSU41040	Q01625	reviewed	MISCA_BACSU	Membrane protein insertase MisCA (Foldase YidC 2) (Membrane integrase YidC 2) (Membrane protein YidC 2) (Stage III sporulation protein J) (SpoIIIJ)	misCA spoIIIJ BSU41040	Bacillus subtilis (strain 168)	261		10.1099/00221287-138-12-2609; 10.1111/j.1365-2958.1992.tb01510.x; 10.1093/dnares/1.1.1; 10.1038/36786; 10.1128/jb.184.7.1998-2004.2002; 10.1074/jbc.m301205200; 10.1128/jb.185.13.3905-3917.2003; 10.1128/jb.187.14.5000-5002.2005; 10.1128/jb.00715-08; 10.1128/jb.00853-09; 10.1002/pmic.201000435	4.0	Cell membrane;Chaperone;Lipoprotein;Membrane;Palmitate;Protein transport;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport	KW-1003; KW-0143; KW-0449; KW-0472; KW-0564; KW-0653; KW-1185; KW-0732; KW-0812; KW-1133; KW-0813	PF02096;	cd20070;	IPR001708;IPR028055;IPR023060;IPR047196;	TIGR03592;	OXA1/ALB3/YidC family, Type 2 subfamily	PTHR12428:SF65;PTHR12428;	bsu:BSU41040;			protein insertion into membrane [GO:0051205]; protein transport [GO:0015031]	plasma membrane [GO:0005886]; membrane insertase activity [GO:0032977]; protein insertion into membrane [GO:0051205]; protein transport [GO:0015031]	937934;
BSU15950	P51835	reviewed	FTSY_BACSU	Signal recognition particle receptor FtsY (SRP receptor) (EC 3.6.5.4)	ftsY srb BSU15950	Bacillus subtilis (strain 168)	329		10.1093/dnares/2.2.95; 10.1038/36786; 10.1016/0378-1119(96)00181-3; 10.1128/jb.187.14.5000-5002.2005	3.0	Cell membrane;Cytoplasm;GTP-binding;Hydrolase;Membrane;Nucleotide-binding;Receptor;Reference proteome	KW-1003; KW-0963; KW-0342; KW-0378; KW-0472; KW-0547; KW-0675; KW-1185	PF00448;PF02881;	cd17874;	IPR003593;IPR027417;IPR013822;IPR004390;IPR036225;IPR000897;IPR042101;	TIGR00064;	GTP-binding SRP family, FtsY subfamily	PTHR43134;PTHR43134:SF1;	bsu:BSU15950;			protein targeting [GO:0006605]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; signal recognition particle binding [GO:0005047]; protein targeting [GO:0006605]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	936921;
