Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Virus hosts	Annotation	Keywords	Keyword ID
P11065	reviewed	HPR_BACSU	DNA-binding transcriptional repressor ScoC (HTH-type transcriptional regulator Hpr) (Protease production regulatory protein Hpr)	hpr catA scoC BSU09990	Bacillus subtilis (strain 168)	203	O34483	10.1128/jb.170.6.2560-2567.1988; 10.1099/00221287-144-4-859; 10.1038/36786; 10.1016/s0021-9258(18)98855-1; 10.1128/jb.181.13.4114-4117.1999; 10.1023/b:bile.0000018259.66762.ed; 10.1128/jb.186.10.3056-3064.2004; 10.1128/jb.187.24.8526-8530.2005; 10.1128/jb.00427-06; 10.1093/nar/gkaa266		4.0	3D-structure;Direct protein sequencing;DNA-binding;Reference proteome;Repressor;Sporulation;Transcription;Transcription regulation	KW-0002; KW-0903; KW-0238; KW-1185; KW-0678; KW-0749; KW-0804; KW-0805
P40870	reviewed	S5AEA_BACSU	Stage V sporulation protein AE	spoVAEA spoVAE BSU23401 BSU23400	Bacillus subtilis (strain 168)	203		10.1099/00221287-131-5-1091; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0		1.0	Reference proteome;Sporulation	KW-1185; KW-0749
Q81FS9	reviewed	MECA2_BACCR	Adapter protein MecA 2	mecA2 BC_1490	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)	202		10.1038/nature01582		2.0	Competence;Reference proteome;Sporulation	KW-0178; KW-1185; KW-0749
Q81SY4	reviewed	MECA2_BACAN	Adapter protein MecA 2	mecA2 BA_1510 GBAA_1510 BAS1400	Bacillus anthracis	202		10.1038/nature01586; 10.1128/jb.01347-08		2.0	Competence;Reference proteome;Sporulation	KW-0178; KW-1185; KW-0749
C5D6L6	reviewed	HPR_GEOSW	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr GWCH70_0640	Geobacillus sp. (strain WCH70)	201				2.0	DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0749; KW-0804; KW-0805
D5TM67	reviewed	CDAS_BACT1	Diadenylate cyclase CdaS (DAC) (EC 2.7.7.85) (Cyclic-di-AMP synthase) (c-di-AMP synthase)	cdaS dacB BMB171_C4535	Bacillus thuringiensis (strain BMB171)	201		10.1128/jb.00562-10; 10.3389/fmicb.2015.00908		5.0	ATP-binding;Nucleotide-binding;Nucleotidyltransferase;Sporulation;Transferase	KW-0067; KW-0547; KW-0548; KW-0749; KW-0808
Q5L293	reviewed	HPR_GEOKA	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr GK0652	Geobacillus kaustophilus (strain HTA426)	201		10.1093/nar/gkh970		2.0	DNA-binding;Reference proteome;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-1185; KW-0678; KW-0749; KW-0804; KW-0805
Q9KCF1	reviewed	MECA1_HALH5	Adapter protein MecA 1	mecA1 BH1620	Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)	201		10.1093/nar/28.21.4317		2.0	Competence;Reference proteome;Sporulation	KW-0178; KW-1185; KW-0749
A4IKT9	reviewed	HPR_GEOTN	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr GTNG_0561	Geobacillus thermodenitrificans (strain NG80-2)	200		10.1073/pnas.0609650104		2.0	DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0749; KW-0804; KW-0805
Q04810	reviewed	DPAB_BACSU	Dipicolinate synthase subunit B (DPA synthase subunit B) (EC 1.3.1.-) (Spore dipicolinate synthase subunit B) (Stage V sporulation protein FB)	dpaB spoVFB BSU16740 orfX	Bacillus subtilis (strain 168)	200		10.1016/s0021-9258(18)98372-9; 10.1006/jmbi.1993.1403; 10.1038/36786		3.0	NADP;Oxidoreductase;Reference proteome;Sporulation	KW-0521; KW-0560; KW-1185; KW-0749
P16449	reviewed	KBAA_BACSU	KinB-signaling pathway activation protein	kbaA ybaM ybxC BSU01560	Bacillus subtilis (strain 168)	198		10.1128/jb.178.4.1178-1186.1996; 10.1099/13500872-142-11-3039; 10.1038/36786; 10.1099/00221287-135-12-3431		3.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133
P94446	reviewed	COXA_BACSU	Sporulation cortex protein CoxA	coxA yrbB BSU27830	Bacillus subtilis (strain 168)	198		10.1111/j.1574-6968.1998.tb13913.x; 10.1038/36786; 10.1128/jb.181.16.4986-4994.1999		2.0	Reference proteome;Signal;Sporulation	KW-1185; KW-0732; KW-0749
P35157	reviewed	SPMA_BACSU	Spore maturation protein A	spmA ypuJ BSU23180	Bacillus subtilis (strain 168)	196		10.1111/j.1365-2958.1993.tb02670.x; 10.1128/jb.174.6.1717-1725.1992; 10.1038/36786; 10.1128/jb.177.16.4721-4729.1995		2.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133
Q5WHU1	reviewed	HPR_SHOC1	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr ABC1529	Shouchella clausii (strain KSM-K16) (Alkalihalobacillus clausii)	196				2.0	DNA-binding;Reference proteome;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-1185; KW-0678; KW-0749; KW-0804; KW-0805
P39801	reviewed	COTG_BACSU	Spore coat protein G	cotG BSU36070	Bacillus subtilis (strain 168)	195		10.1128/jb.177.2.372-377.1995; 10.1099/00221287-143-10-3313; 10.1038/36786		2.0	Direct protein sequencing;Reference proteome;Repeat;Sporulation	KW-0903; KW-1185; KW-0677; KW-0749
P50734	reviewed	MECA2_BACSU	Adapter protein MecA 2	mecB ypbH BSU22970	Bacillus subtilis (strain 168)	194		10.1099/13500872-142-8-2005; 10.1038/36786; 10.1128/jb.184.8.2310-2313.2002		2.0	3D-structure;Competence;Reference proteome;Sporulation	KW-0002; KW-0178; KW-1185; KW-0749
P06535	reviewed	SP0B_BACSU	Sporulation initiation phosphotransferase B (EC 2.7.-.-) (Stage 0 sporulation protein B) (Stage 0 sporulation protein D)	spo0B spo0D BSU27930	Bacillus subtilis (strain 168)	192		10.1128/jb.161.2.556-562.1985; 10.1128/jb.171.3.1362-1371.1989; 10.1073/pnas.81.22.7012; 10.1038/36786; 10.1016/s1097-2765(00)80148-3; 10.1016/s0969-2126(00)00174-x; 10.1074/jbc.273.37.23849		4.0	3D-structure;Cytoplasm;Kinase;Phosphoprotein;Reference proteome;Sensory transduction;Sporulation;Transferase	KW-0002; KW-0963; KW-0418; KW-0597; KW-1185; KW-0716; KW-0749; KW-0808
Q9KDM7	reviewed	HPR_HALH5	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr BH1185	Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)	192		10.1093/nar/28.21.4317		2.0	DNA-binding;Reference proteome;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-1185; KW-0678; KW-0749; KW-0804; KW-0805
P52933	reviewed	SP0A_BACPU	Stage 0 sporulation protein A	spo0A	Bacillus pumilus (Bacillus mesentericus)	191		10.1111/j.1365-2958.1994.tb02176.x		3.0	Activator;Calcium;Cytoplasm;DNA-binding;Phosphoprotein;Repressor;Sporulation;Transcription;Transcription regulation;Two-component regulatory system	KW-0010; KW-0106; KW-0963; KW-0238; KW-0597; KW-0678; KW-0749; KW-0804; KW-0805; KW-0902
B1YK88	reviewed	HPR_EXIS2	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr Exig_0688	Exiguobacterium sibiricum (strain DSM 17290 / CCUG 55495 / CIP 109462 / JCM 13490 / 255-15)	189				2.0	DNA-binding;Reference proteome;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-1185; KW-0678; KW-0749; KW-0804; KW-0805
P37470	reviewed	PTH_BACSU	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29) (Stage V sporulation protein C)	spoVC pth BSU00530	Bacillus subtilis (strain 168)	188		10.1093/dnares/1.1.1; 10.1038/36786		2.0	Cytoplasm;Hydrolase;Reference proteome;Sporulation	KW-0963; KW-0378; KW-1185; KW-0749
B1HVK6	reviewed	HPR_LYSSC	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr Bsph_0398	Lysinibacillus sphaericus (strain C3-41)	186		10.1128/jb.01652-07		2.0	DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0749; KW-0804; KW-0805
Q65DU9	reviewed	RACA_BACLD	Chromosome-anchoring protein RacA	racA BLi03951 BL04032	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	186		10.1159/000079829; 10.1186/gb-2004-5-10-r77		3.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Reference proteome;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-1185; KW-0749
A0RAQ6	reviewed	HPR_BACAH	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr BALH_0933	Bacillus thuringiensis (strain Al Hakam)	185		10.1128/jb.00241-07		2.0	DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0749; KW-0804; KW-0805
A7GLZ1	reviewed	HPR_BACCN	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr Bcer98_0812	Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98)	185		10.1016/j.cbi.2007.03.003		2.0	DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0749; KW-0804; KW-0805
A9VI69	reviewed	HPR_BACMK	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr BcerKBAB4_0960	Bacillus mycoides (strain KBAB4) (Bacillus weihenstephanensis)	185		10.1016/j.cbi.2007.03.003		2.0	DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0749; KW-0804; KW-0805
B7HG19	reviewed	HPR_BACC4	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr BCB4264_A1081	Bacillus cereus (strain B4264)	185				2.0	DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0749; KW-0804; KW-0805
B7HZH8	reviewed	HPR_BACC7	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr BCAH187_A1210	Bacillus cereus (strain AH187)	185				2.0	DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0749; KW-0804; KW-0805
B7IKC1	reviewed	HPR_BACC2	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr BCG9842_B4223	Bacillus cereus (strain G9842)	185				2.0	DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0749; KW-0804; KW-0805
B7JCX5	reviewed	HPR_BACC0	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr BCAH820_1122	Bacillus cereus (strain AH820)	185				2.0	DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0749; KW-0804; KW-0805
B9IT66	reviewed	HPR_BACCQ	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr BCQ_1118	Bacillus cereus (strain Q1)	185		10.1128/jb.01629-08		2.0	DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0749; KW-0804; KW-0805
C1EKG1	reviewed	HPR_BACC3	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr BCA_1081	Bacillus cereus (strain 03BB102)	185				2.0	DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0749; KW-0804; KW-0805
C3LCW8	reviewed	HPR_BACAC	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr BAMEG_3528	Bacillus anthracis (strain CDC 684 / NRRL 3495)	185				2.0	DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0749; KW-0804; KW-0805
C3P2U9	reviewed	HPR_BACAA	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr BAA_1136	Bacillus anthracis (strain A0248)	185				2.0	DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0749; KW-0804; KW-0805
Q63EV6	reviewed	HPR_BACCZ	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr BCE33L0955	Bacillus cereus (strain ZK / E33L)	185		10.1128/jb.188.9.3382-3390.2006		2.0	DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0749; KW-0804; KW-0805
Q6HMB8	reviewed	HPR_BACHK	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr BT9727_0964	Bacillus thuringiensis subsp. konkukian (strain 97-27)	185		10.1128/jb.188.9.3382-3390.2006		2.0	DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0749; KW-0804; KW-0805
Q73CB7	reviewed	HPR_BACC1	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr BCE_1149	Bacillus cereus (strain ATCC 10987 / NRS 248)	185		10.1093/nar/gkh258		2.0	DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0749; KW-0804; KW-0805
Q813W6	reviewed	HPR_BACCR	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr BC_1047	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)	185		10.1038/nature01582		2.0	DNA-binding;Reference proteome;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-1185; KW-0678; KW-0749; KW-0804; KW-0805
Q81JG1	reviewed	HPR_BACAN	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr BA_1045 GBAA_1045 BAS0976	Bacillus anthracis	185		10.1038/nature01586; 10.1128/jb.01347-08		2.0	DNA-binding;Reference proteome;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-1185; KW-0678; KW-0749; KW-0804; KW-0805
P45870	reviewed	RACA_BACSU	Chromosome-anchoring protein RacA	racA ywkC BSU37030	Bacillus subtilis (strain 168)	184	P37475; P37562	10.1099/00221287-143-10-3313; 10.1038/36786; 10.1126/science.1079914; 10.1046/j.1365-2958.2003.03643.x; 10.1016/j.molcel.2005.02.023		3.0	3D-structure;Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Reference proteome;Sporulation	KW-0002; KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-1185; KW-0749
P14016	reviewed	COTE_BACSU	Spore coat protein E	cotE BSU17030	Bacillus subtilis (strain 168)	181	P14016; P37963	10.1101/gad.2.8.1047; 10.1038/36786; 10.1016/0022-2836(90)90227-d; 10.1099/13500872-142-8-2021; 10.1101/gad.8.2.234; 10.1128/jb.181.22.7043-7051.1999; 10.1046/j.1365-2958.2001.02708.x		3.0	Reference proteome;Sporulation	KW-1185; KW-0749
P39620	reviewed	GERQ_BACSU	Spore coat protein GerQ	gerQ ywdL BSU37920 ipa-62r	Bacillus subtilis (strain 168)	181		10.1111/j.1365-2958.1993.tb01963.x; 10.1038/36786; 10.1128/jb.185.7.2315-2329.2003; 10.1128/jb.186.17.5567-5575.2004; 10.1128/jb.187.22.7753-7764.2005; 10.1128/jb.01116-06; 10.1093/jb/mvj096; 10.1128/jb.01103-09		4.0	Germination;Isopeptide bond;Reference proteome;Sporulation	KW-0309; KW-1017; KW-1185; KW-0749
P94497	reviewed	CSK22_BACSU	Protein csk22	csk22 yobW BSU19110	Bacillus subtilis (strain 168)	181		10.1128/jb.179.2.389-398.1997; 10.1038/36786		2.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133
B7H546	reviewed	RACA_BACC4	Chromosome-anchoring protein RacA	racA BCB4264_A2269	Bacillus cereus (strain B4264)	180				2.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-0749
B7HQ80	reviewed	RACA_BACC7	Chromosome-anchoring protein RacA	racA BCAH187_A2396	Bacillus cereus (strain AH187)	180				2.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-0749
B7JML4	reviewed	RACA_BACC0	Chromosome-anchoring protein RacA	racA BCAH820_2312	Bacillus cereus (strain AH820)	180				2.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-0749
B9IZT9	reviewed	RACA_BACCQ	Chromosome-anchoring protein RacA	racA BCQ_2223	Bacillus cereus (strain Q1)	180		10.1128/jb.01629-08		2.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-0749
C1ETF1	reviewed	RACA_BACC3	Chromosome-anchoring protein RacA	racA BCA_2368	Bacillus cereus (strain 03BB102)	180				2.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-0749
C3LJH8	reviewed	RACA_BACAC	Chromosome-anchoring protein RacA	racA BAMEG_2307	Bacillus anthracis (strain CDC 684 / NRRL 3495)	180				2.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-0749
C3P8Z9	reviewed	RACA_BACAA	Chromosome-anchoring protein RacA	racA BAA_2351	Bacillus anthracis (strain A0248)	180				2.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-0749
Q63BQ9	reviewed	RACA_BACCZ	Chromosome-anchoring protein RacA	racA BCE33L2067	Bacillus cereus (strain ZK / E33L)	180		10.1128/jb.188.9.3382-3390.2006		2.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-0749
Q6HJ78	reviewed	RACA_BACHK	Chromosome-anchoring protein RacA	racA BT9727_2071	Bacillus thuringiensis subsp. konkukian (strain 97-27)	180		10.1128/jb.188.9.3382-3390.2006		2.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-0749
Q738S2	reviewed	RACA_BACC1	Chromosome-anchoring protein RacA	racA BCE_2321	Bacillus cereus (strain ATCC 10987 / NRS 248)	180		10.1093/nar/gkh258		2.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-0749
Q81DW0	reviewed	RACA_BACCR	Chromosome-anchoring protein RacA	racA BC_2239	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)	180		10.1038/nature01582		2.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Reference proteome;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-1185; KW-0749
Q81QX8	reviewed	RACA_BACAN	Chromosome-anchoring protein RacA	racA BA_2287 GBAA_2287 BAS2133	Bacillus anthracis	180		10.1038/nature01586; 10.1128/jb.01347-08		2.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Reference proteome;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-1185; KW-0749
P27755	reviewed	PRU_MYXXA	Protein U	pru	Myxococcus xanthus	179		10.1128/jb.173.11.3597-3600.1991		2.0	Secreted;Signal;Sporulation	KW-0964; KW-0732; KW-0749
P35158	reviewed	SPMB_BACSU	Spore maturation protein B	spmB ypuK BSU23170	Bacillus subtilis (strain 168)	178		10.1111/j.1365-2958.1993.tb02670.x; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.174.6.1717-1725.1992; 10.1128/jb.177.16.4721-4729.1995		2.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133
P37554	reviewed	SPOVT_BACSU	Stage V sporulation protein T	spoVT yabL BSU00560	Bacillus subtilis (strain 168)	178	P37554	10.1093/dnares/1.1.1; 10.1038/36786; 10.1128/jb.178.15.4500-4507.1996; 10.1016/j.femsle.2004.02.013; 10.1128/jb.00504-12; 10.1016/j.str.2008.08.014; 10.1016/j.jmb.2008.10.061		4.0	3D-structure;Activator;DNA-binding;Reference proteome;Repressor;Sporulation;Transcription;Transcription regulation	KW-0002; KW-0010; KW-0238; KW-1185; KW-0678; KW-0749; KW-0804; KW-0805
P02967	reviewed	DEST_MYXXA	Development-specific protein S homolog	ops	Myxococcus xanthus	175		10.1073/pnas.80.22.6829		2.0	Repeat;Sporulation	KW-0677; KW-0749
Q9KC68	reviewed	RACA_HALH5	Chromosome-anchoring protein RacA	racA BH1706	Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)	174		10.1093/nar/28.21.4317		2.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Reference proteome;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-1185; KW-0749
P02966	reviewed	DESS_MYXXA	Development-specific protein S (Spore coat protein S)	tps	Myxococcus xanthus	173		10.1073/pnas.80.22.6829; 10.1016/s0021-9258(19)57286-6; 10.1038/315771a0; 10.1073/pnas.91.10.4308; 10.1016/s0969-2126(00)00013-7; 10.1006/jmbi.1999.2582		3.0	3D-structure;Calcium;Metal-binding;Repeat;Sporulation	KW-0002; KW-0106; KW-0479; KW-0677; KW-0749
P21340	reviewed	PAIA_BACSU	Spermidine/spermine N(1)-acetyltransferase (SSAT) (Protease synthase and sporulation negative regulatory protein PAI 1) (Spermidine N(1)-acetyltransferase) (SAT) (EC 2.3.1.57)	paiA BSU32150	Bacillus subtilis (strain 168)	172		10.1128/jb.172.4.1783-1790.1990; 10.1038/36786; 10.1074/jbc.m505332200		5.0	3D-structure;Acyltransferase;Direct protein sequencing;Reference proteome;Sporulation;Transferase	KW-0002; KW-0012; KW-0903; KW-1185; KW-0749; KW-0808
Q08313	reviewed	COTX_BACSU	Spore coat protein X	cotX BSU11760	Bacillus subtilis (strain 168)	172		10.1128/jb.175.12.3757-3766.1993; 10.1038/36786		1.0	Direct protein sequencing;Reference proteome;Sporulation	KW-0903; KW-1185; KW-0749
Q5KVB2	reviewed	RACA_GEOKA	Chromosome-anchoring protein RacA	racA GK3089	Geobacillus kaustophilus (strain HTA426)	172		10.1093/nar/gkh970		2.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Reference proteome;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-1185; KW-0749
Q01368	reviewed	SP3AB_BACSU	Stage III sporulation protein AB	spoIIIAB BSU24420	Bacillus subtilis (strain 168)	171		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1111/j.1365-2958.1991.tb00816.x		1.0	3D-structure;Reference proteome;Sporulation	KW-0002; KW-1185; KW-0749
Q5WGB8	reviewed	RACA_SHOC1	Chromosome-anchoring protein RacA	racA ABC2052	Shouchella clausii (strain KSM-K16) (Alkalihalobacillus clausii)	171				2.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Reference proteome;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-1185; KW-0749
O05391	reviewed	BOFC_BACSU	Protein BofC (Bypass-of-forespore protein C)	bofC BSU27750	Bacillus subtilis (strain 168)	170		10.1099/00221287-143-1-157; 10.1038/36786; 10.1074/jbc.m506910200		3.0	3D-structure;Reference proteome;Signal;Sporulation	KW-0002; KW-1185; KW-0732; KW-0749
Q06823	reviewed	SP21_STIAD	Spore protein SP21	hspA STAUR_4298 STIAU_6511	Stigmatella aurantiaca (strain DW4/3-1)	169		10.1128/jb.175.22.7479-7482.1993; 10.1093/molbev/msq292; 10.1128/jb.175.3.905-908.1993		3.0	Direct protein sequencing;Sporulation;Stress response	KW-0903; KW-0749; KW-0346
P21158	reviewed	CSGA_MYXXA	C-signal (17-kDa C-factor protein) (p17) (C-factor) (Cell surface-associated intercellular C-signal)	csgA spoC	Myxococcus xanthus	166		10.1128/jb.172.1.15-23.1990; 10.1016/0092-8674(90)90211-v; 10.1128/jb.172.9.5299-5306.1990; 10.1101/gad.6.3.401; 10.1073/pnas.96.9.5031; 10.1046/j.1365-2958.2001.02365.x; 10.1101/gad.274203; 10.1016/j.devcel.2008.08.002		4.0	Cell outer membrane;Direct protein sequencing;Fruiting body;Membrane;Secreted;Sporulation;Stress response	KW-0998; KW-0903; KW-0293; KW-0472; KW-0964; KW-0749; KW-0346
A6WCJ4	reviewed	SSGB_KINRD	Sporulation-specific cell division protein SsgB (Sporulation of Streptomyces griseus-like protein B) (SsgA-like protein B) (SALP B)	ssgB Krad_3069	Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216)	165		10.1371/journal.pone.0003878; 10.1074/jbc.m109.018564		2.0	Cell cycle;Cell division;Reference proteome;Septation;Sporulation	KW-0131; KW-0132; KW-1185; KW-0717; KW-0749
O31687	reviewed	STOA_BACSU	Sporulation thiol-disulfide oxidoreductase A (Stage IV sporulation protein H)	stoA spoIVH BSU13840	Bacillus subtilis (strain 168)	165		10.1038/36786; 10.1128/jb.186.16.5450-5459.2004; 10.1128/jb.186.18.6230-6238.2004; 10.1271/bbb.68.1801		3.0	3D-structure;Disulfide bond;Membrane;Oxidoreductase;Redox-active center;Reference proteome;Signal;Sporulation	KW-0002; KW-1015; KW-0472; KW-0560; KW-0676; KW-1185; KW-0732; KW-0749
