	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_90	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	90	66283	68199	1	D										C1q domain [PF00386.27]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_91	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	91	68298	69593	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_92	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	92	69620	71710	1	D										Rhamnogalacturonase A/epimerase, pectate lyase-like [PF12708.12]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_93	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	93	71731	72204	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_94	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	94	72219	72422	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_95	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	95	72511	74316	1	D										Rhamnogalacturonase A/epimerase, pectate lyase-like [PF12708.12]; Periplasmic copper-binding protein (NosD) [PF05048.19]; Right handed beta helix region [PF13229.12]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_96	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	96	74458	74937	1	D										Bacteriophage holin family [PF05105.17]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_97	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	97	75000	76031	1	C	K17733	peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-]	MER0469755	M15C	MER0469755 - Ply500 L-Ala-D-Glu peptidase () [M15.021]#M15C#{peptidase unit: 10-147}~source YP_002300379~	False	1.0	296.0	1.295e-87	D-alanyl-D-alanine carboxypeptidase [PF13539.11]; Putative peptidoglycan binding domain [PF01471.23]; D-alanyl-D-alanine carboxypeptidase [PF02557.22]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_98	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	98	76060	76434	1	D										Bacteriophage holin of superfamily 6 (Holin_LLH) [PF09682.15]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_99	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	99	76669	78261	1	C	K26875	Herelleviridae DNA helicase								DNA helicase UvsW, N-terminal [PF21241.2]; Helicase conserved C-terminal domain [PF00271.37]; Type III restriction enzyme, res subunit [PF04851.21]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_100	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	100	78410	79252	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_101	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	101	79325	80695	1	C	K26878	Bacillus phage helicase DnaB-like								DnaB-like helicase C terminal domain [PF03796.21]; KaiC [PF06745.19]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_102	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	102	80701	81246	1	D										Active DUF488-N3 subclade [PF22751.1]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_103	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	103	81246	82340	1	D										Calcineurin-like phosphoesterase [PF00149.33]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_104	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	104	82354	82650	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_105	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	105	82793	83011	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_106	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	106	83001	83309	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_107	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	107	83293	83637	1	D										Cytidine and deoxycytidylate deaminase zinc-binding region [PF00383.29]; APOBEC-like N-terminal domain [PF08210.17]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_108	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	108	83634	85547	1	C	K27443	Herelleviridae exonuclease								AAA domain [PF13476.12]; RecF/RecN/SMC N terminal domain [PF02463.25]; SbcC/RAD50-like, Walker B motif [PF13558.12]; AAA domain [PF13514.12]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_109	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	109	85611	86645	1	D										CHC2 zinc finger [PF01807.25]; Toprim-like [PF13155.12]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_110	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	110	86706	87221	1	C	K01520	dUTP diphosphatase [EC:3.6.1.23]								dUTPase [PF00692.24]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_111	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	111	87214	87546	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_112	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	112	87661	88182	1	D										Phage putative PDDEXK endonuclease [PF24608.1]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_113	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	113	88353	88979	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_114	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	114	89182	89448	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_115	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	115	89514	90191	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_116	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	116	90261	90728	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_117	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	117	90782	91639	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_118	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	118	91819	92643	-1	D										Replication-relaxation [PF13814.12]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_119	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	119	92636	95356	-1	D										Type IV secretion-system coupling protein DNA-binding domain [PF10412.15]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_120	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	120	95369	95590	-1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_121	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	121	95577	95723	-1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_122	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	122	95726	95872	-1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_123	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	123	95892	96317	-1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_124	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	124	96310	97329	-1	C	K18640	plasmid segregation protein ParM								Archaeal actin homologue MreB-like, C-terminal [PF21522.3]; Actin like proteins N terminal domain [PF17989.7]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_125	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	125	97430	97876	-1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_126	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	126	98126	98287	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_127	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	127	98349	98864	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_128	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	128	99100	100251	1	C	K27551	Mesyanzhinovviridae/Herelleviridae deoxyuridylate hydroxymethyltransferase [EC:2.1.2.-]								Thymidylate synthase [PF00303.24]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_129	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	129	100254	100508	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_130	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	130	100565	100969	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_131	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	131	100962	101642	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_132	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	132	101822	102121	1	D										Bacterial DNA-binding protein [PF00216.26]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_133	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	133	102241	104070	1	C	K21929	uracil-DNA glycosylase [EC:3.2.2.27]								Uracil DNA glycosylase superfamily [PF03167.24]; DNA polymerase family A [PF00476.25]; 3'-5' exonuclease [PF01612.26]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_134	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	134	104339	104863	1	D										DNA endonuclease I-HmuI-like, NUMOD-like domain [PF22083.2]; HNH endonuclease [PF13392.12]; NUMOD4 motif [PF07463.16]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_135	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	135	104983	105900	1	D										DNA polymerase family A [PF00476.25]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_136	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	136	105914	106090	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_137	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	137	106222	106392	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_138	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	138	106628	107617	1	D										gp32 DNA binding protein like [PF08804.16]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_139	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	139	107617	107979	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_140	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	140	107954	108538	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_141	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	141	108606	108839	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_142	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	142	108841	109071	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_143	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	143	109076	110020	1	C	K27442	Bacillus phage exonuclease								5'-3' exonuclease, N-terminal resolvase-like domain [PF02739.22]; 5'-3' exonuclease, C-terminal SAM fold [PF01367.25]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_144	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	144	110026	110292	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_145	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	145	110411	111682	1	D										ATP dependent DNA ligase domain [PF01068.26]; DNA ligase N terminus [PF04675.19]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_146	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	146	111740	112045	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_147	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	147	112042	112635	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_148	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	148	112647	113024	1	C	K27328	Bacillus phage primase													0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_149	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	149	113027	113260	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_150	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	150	113625	113876	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_151	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	151	113879	114499	1	D			MER0327937	M86	MER0327937 - family M86 unassigned peptidases () [M86.UPW]#M86#{peptidase unit: 1-206}~source YP_002300435~	True	0.967	422.0	7.931999999999998e-134	Poly-gamma-glutamate hydrolase [PF05908.16]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_152	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	152	114512	114997	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_153	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	153	114998	115372	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_154	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	154	115359	115670	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_155	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	155	115654	116043	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_156	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	156	116134	116376	-1	D										Small, acid-soluble spore proteins, alpha/beta type [PF00269.25]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_157	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	157	116558	116707	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_158	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	158	116710	116898	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_159	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	159	116864	117247	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_160	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	160	117381	120317	1	C	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]								UvrD/REP helicase N-terminal domain [PF00580.27]; UvrD-like helicase C-terminal domain [PF13361.12]; UvrD-like helicase C-terminal domain [PF13538.12]; AAA domain [PF13245.12]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_161	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	161	120319	120864	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_162	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	162	120910	121065	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_163	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	163	121202	121606	1	D										Family of unknown function (DUF7376) [PF24091.1]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_164	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	164	121610	121963	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_165	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	165	122021	122251	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_166	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	166	122321	122866	1	D										YspA, cpYpsA-related SLOG family [PF10686.14]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_167	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	167	122897	123403	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_168	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	168	123611	123937	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_169	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	169	124043	124228	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_170	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	170	124288	124515	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_171	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	171	124512	125078	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_172	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	172	125351	125641	1	D										Family of unknown function (DUF6440) [PF20037.4]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_173	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	173	125619	125978	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_174	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	174	125978	126109	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_175	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	175	126099	126452	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_176	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	176	126427	126711	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_177	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	177	126711	127121	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_178	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	178	127121	127390	1	D										Thoeris anti-defense 2-like [PF11195.14]					0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_179	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	179	127418	127645	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_180	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	180	127647	127835	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_181	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	181	127851	128120	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_182	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	182	128117	128257	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_183	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	183	128282	128593	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_184	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	184	128753	128926	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_185	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	185	128957	129178	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_186	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	186	129187	129471	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_187	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	187	129488	129766	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_188	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	188	129768	130004	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_189	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	189	129997	130374	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_190	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	190	130371	130592	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_191	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	191	130582	130941	1	E															0
lab_phage_genomes_NC_011421.1_Bacillus_phage_SPO1_complete_genome_192	lab_phage_genomes	NC_011421.1_Bacillus_phage_SPO1_complete_genome	192	131032	131391	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_1	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	1	48	818	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_2	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	2	836	1063	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_3	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	3	1063	1257	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_4	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	4	1197	1370	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_5	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	5	1354	1608	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_6	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	6	1608	1781	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_7	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	7	1741	2067	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_8	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	8	2079	2969	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_9	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	9	2979	3119	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_10	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	10	3116	3346	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_11	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	11	3339	3653	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_12	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	12	3646	3882	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_13	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	13	3879	4130	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_14	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	14	4158	4379	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_15	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	15	4376	4735	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_16	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	16	4736	5188	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_17	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	17	5172	5384	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_18	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	18	5384	5953	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_19	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	19	5953	6516	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_20	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	20	6509	7000	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_21	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	21	6997	7470	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_22	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	22	7467	7667	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_23	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	23	7673	7897	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_24	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	24	7900	8067	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_25	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	25	8083	8403	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_26	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	26	8455	8652	1	E															0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_27	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	27	8657	9046	1	D										Domain of unknown function (DUF7448) [PF24240.1]					0
lab_phage_genomes_NC_019487.1_Bacillus_phage_SP10_complete_genome_28	lab_phage_genomes	NC_019487.1_Bacillus_phage_SP10_complete_genome	28	9049	9291	1	E															0
